Length,HU
0.1,133
0.2,138
0.3,145
0.4,154
0.5,164
0.6,173
0.7,183
0.8,193
0.9,201
1,205
1.1,208
1.2,211
1.3,215
1.4,219
1.5,218
1.6,214
1.7,211
1.8,208
1.9,206
2,203
2.1,200
2.2,195
2.3,190
2.4,188
2.5,186
2.6,185
2.7,188
2.8,191
2.9,194
3,198
3.1,202
3.2,209
3.3,222
3.4,235
3.5,249
3.6,263
3.7,278
3.8,290
3.9,300
4,309
4.1,317
4.2,323
4.3,328
4.4,330
4.5,332
4.6,334
4.7,337
4.8,340
4.9,345
5,347
5.1,351
5.2,355
5.3,361
5.4,367
5.5,374
5.6,381
5.7,386
5.8,392
5.9,398
6,403
6.1,408
6.2,411
6.3,413
6.4,414
6.5,413
6.6,412
6.7,410
6.8,409
6.9,407
7,406
7.1,404
7.2,402
7.3,398
7.4,393
7.5,386
7.6,379
7.7,371
7.8,364
7.9,364
8,364
8.1,366
8.2,368
8.3,370
8.4,373
8.5,375
8.6,378
8.7,380
8.8,383
8.9,386
9,385
9.1,380
9.2,373
9.3,367
9.4,361
9.5,355
9.6,352
9.7,349
9.8,344
9.9,338
10,331
10.1,323
10.2,318
10.3,316
10.4,316
10.5,315
10.6,314
10.7,314
10.8,318
10.9,322
11,326
11.1,330
11.2,335
11.3,344
11.4,356
11.5,369
11.6,381
11.7,393
11.8,405
11.9,410
12,413
12.1,416
12.2,419
12.3,421
12.4,424
12.5,413
12.6,399
12.7,384
12.8,371
12.9,358
13,346
13.1,337
13.2,330
13.3,325
13.4,321
13.5,319
13.6,318
13.7,316
13.8,309
13.9,302
14,294
14.1,287
14.2,273
14.3,255
14.4,237
14.5,219
14.6,201
14.7,183
14.8,173
14.9,165
15,160
15.1,156
15.2,153
15.3,151
15.4,146
15.5,141
15.6,135
15.7,129
15.8,124
15.9,118
16,112
16.1,104
16.2,96
16.3,87
16.4,78
16.5,75
16.6,78
16.7,80
16.8,82
16.9,84
17,86
17.1,90
17.2,95
17.3,97
17.4,99
17.5,101
17.6,102
17.7,101
17.8,101
17.9,101
18,101
18.1,101
18.2,102
18.3,103
18.4,104
18.5,105
18.6,106
18.7,108
18.8,109
18.9,112
19,116
19.1,121
19.2,127
19.3,133
19.4,134
19.5,132
19.6,128
19.7,124
19.8,121
19.9,118
20,114
20.1,110
20.2,106
20.3,102
20.4,98
20.5,95
20.6,93
20.7,91
20.8,91
20.9,91
21,92
21.1,93
21.2,96
21.3,98
21.4,100
21.5,101
21.6,103
21.7,105
21.8,108
21.9,111
22,115
22.1,117
22.2,119
22.3,115
22.4,108
22.5,102
22.6,94
22.7,86
22.8,78
22.9,73
23,68
23.1,62
23.2,56
23.3,51
23.4,48
23.5,54
23.6,60
23.7,67
23.8,74
23.9,83
24,93
24.1,103
24.2,110
24.3,114
24.4,117
24.5,118
24.6,112
24.7,103
24.8,94
24.9,85
25,76
25.1,67
25.2,59
25.3,53
25.4,53
25.5,55
25.6,57
25.7,62
25.8,74
25.9,87
26,100
26.1,115
26.2,131
26.3,143
26.4,150
26.5,156
26.6,161
26.7,166
26.8,169
26.9,164
27,157
