Length,HU
0.1,192
0.2,189
0.3,186
0.4,183
0.5,182
0.6,181
0.7,180
0.8,178
0.9,179
1,182
1.1,182
1.2,183
1.3,184
1.4,185
1.5,185
1.6,186
1.7,190
1.8,195
1.9,199
2,204
2.1,210
2.2,213
2.3,214
2.4,215
2.5,216
2.6,216
2.7,213
2.8,212
2.9,211
3,211
3.1,212
3.2,214
3.3,216
3.4,218
3.5,220
3.6,225
3.7,229
3.8,235
3.9,240
4,244
4.1,247
4.2,249
4.3,250
4.4,251
4.5,251
4.6,250
4.7,249
4.8,248
4.9,247
5,246
5.1,243
5.2,240
5.3,239
5.4,239
5.5,239
5.6,239
5.7,240
5.8,241
5.9,242
6,243
6.1,244
6.2,244
6.3,246
6.4,248
6.5,249
6.6,251
6.7,252
6.8,253
6.9,253
7,251
7.1,249
7.2,246
7.3,243
7.4,243
7.5,244
7.6,245
7.7,246
7.8,247
7.9,250
8,253
8.1,256
8.2,258
8.3,259
8.4,259
8.5,259
8.6,256
8.7,253
8.8,251
8.9,248
9,245
9.1,241
9.2,237
9.3,232
9.4,228
9.5,223
9.6,218
9.7,217
9.8,219
9.9,220
10,222
10.1,224
10.2,225
10.3,226
10.4,227
10.5,229
10.6,233
10.7,236
10.8,238
10.9,235
11,233
11.1,232
11.2,231
11.3,230
11.4,228
11.5,228
11.6,228
11.7,227
11.8,226
11.9,224
12,224
12.1,226
12.2,228
12.3,229
12.4,231
12.5,234
12.6,234
12.7,235
12.8,236
12.9,238
13,240
13.1,243
13.2,244
13.3,244
13.4,243
13.5,241
13.6,238
13.7,235
13.8,229
13.9,222
14,216
14.1,209
14.2,203
14.3,199
14.4,197
14.5,195
14.6,195
14.7,194
14.8,195
14.9,195
15,195
15.1,195
15.2,194
15.3,193
15.4,192
15.5,189
15.6,186
15.7,183
15.8,178
15.9,174
16,170
16.1,166
16.2,162
16.3,159
16.4,156
16.5,154
16.6,150
16.7,144
16.8,138
16.9,132
17,125
17.1,118
17.2,113
17.3,110
17.4,107
17.5,107
17.6,107
17.7,107
17.8,107
17.9,106
18,105
18.1,103
18.2,101
18.3,98
18.4,97
18.5,95
18.6,95
18.7,94
18.8,94
18.9,94
19,96
19.1,98
19.2,99
19.3,100
19.4,101
19.5,100
19.6,99
19.7,99
19.8,98
19.9,98
20,98
20.1,97
20.2,96
20.3,96
20.4,95
20.5,94
20.6,94
20.7,93
20.8,91
20.9,89
21,88
21.1,88
21.2,87
21.3,85
21.4,83
21.5,80
21.6,76
21.7,71
21.8,68
21.9,69
22,69
22.1,69
22.2,69
22.3,68
22.4,67
22.5,65
22.6,63
22.7,61
22.8,60
22.9,59
23,58
23.1,58
23.2,59
23.3,60
23.4,62
23.5,64
23.6,69
23.7,74
23.8,79
23.9,83
24,88
24.1,92
24.2,95
24.3,98
24.4,101
24.5,103
24.6,104
24.7,103
24.8,101
24.9,98
25,95
25.1,92
25.2,89
25.3,83
25.4,76
25.5,71
25.6,66
25.7,61
25.8,58
25.9,57
26,57
26.1,58
26.2,58
26.3,58
26.4,57
26.5,54
26.6,50
26.7,47
26.8,43
26.9,40
27,37
27.1,35
27.2,34
27.3,34
27.4,34
27.5,35
27.6,39
27.7,45
27.8,51
27.9,57
28,62
28.1,66
28.2,70
28.3,73
28.4,75
28.5,78
28.6,79
28.7,80
28.8,78
28.9,76
29,75
29.1,75
29.2,75
29.3,75
29.4,75
29.5,75
29.6,75
29.7,73
29.8,71
29.9,70
30,69
30.1,69
30.2,70
30.3,72
30.4,74
30.5,76
30.6,77
30.7,78
30.8,80
30.9,83
31,86
31.1,89
31.2,93
31.3,96
31.4,99
31.5,100
31.6,101
31.7,101
31.8,101
31.9,101
32,102
32.1,103
32.2,103
32.3,101
32.4,98
32.5,96
32.6,94
32.7,92
32.8,88
32.9,84
33,81
33.1,78
