Length,HU
0.1,186
0.2,182
0.3,178
0.4,173
0.5,171
0.6,170
0.7,168
0.8,166
0.9,168
1,174
1.1,179
1.2,184
1.3,188
1.4,192
1.5,194
1.6,198
1.7,202
1.8,206
1.9,209
2,212
2.1,215
2.2,215
2.3,214
2.4,213
2.5,212
2.6,212
2.7,211
2.8,209
2.9,208
3,208
3.1,211
3.2,214
3.3,219
3.4,222
3.5,226
3.6,229
3.7,232
3.8,237
3.9,244
4,251
4.1,258
4.2,265
4.3,271
4.4,275
4.5,276
4.6,276
4.7,275
4.8,274
4.9,272
5,270
5.1,265
5.2,258
5.3,251
5.4,244
5.5,238
5.6,232
5.7,229
5.8,227
5.9,225
6,224
6.1,224
6.2,227
6.3,229
6.4,232
6.5,234
6.6,235
6.7,236
6.8,238
6.9,242
7,243
7.1,243
7.2,242
7.3,241
7.4,241
7.5,243
7.6,244
7.7,245
7.8,246
7.9,251
8,255
8.1,258
8.2,262
8.3,264
8.4,267
8.5,268
8.6,271
8.7,272
8.8,272
8.9,271
9,270
9.1,267
9.2,262
9.3,257
9.4,253
9.5,249
9.6,246
9.7,245
9.8,245
9.9,247
10,249
10.1,252
10.2,256
10.3,259
10.4,260
10.5,261
10.6,260
10.7,260
10.8,259
10.9,254
11,251
11.1,249
11.2,248
11.3,247
11.4,245
11.5,245
11.6,244
11.7,243
11.8,241
11.9,238
12,238
12.1,241
12.2,245
12.3,248
12.4,252
12.5,256
12.6,257
12.7,259
12.8,261
12.9,265
13,269
13.1,273
13.2,269
13.3,265
13.4,261
13.5,256
13.6,250
13.7,244
13.8,237
13.9,228
14,221
14.1,214
14.2,207
14.3,203
14.4,202
14.5,201
14.6,200
14.7,199
14.8,198
14.9,196
15,193
15.1,190
15.2,186
15.3,182
15.4,177
15.5,169
15.6,162
15.7,156
15.8,151
15.9,146
16,142
16.1,139
16.2,137
16.3,137
16.4,137
16.5,139
16.6,138
16.7,135
16.8,131
16.9,127
17,122
17.1,118
17.2,115
17.3,114
17.4,112
17.5,111
17.6,110
17.7,109
17.8,107
17.9,105
18,103
18.1,100
18.2,97
18.3,94
18.4,95
18.5,97
18.6,99
18.7,101
18.8,103
18.9,105
19,107
19.1,109
19.2,110
19.3,108
19.4,106
19.5,101
19.6,94
19.7,88
19.8,81
19.9,75
20,69
20.1,70
20.2,73
20.3,76
20.4,79
20.5,83
20.6,86
20.7,91
20.8,96
20.9,100
21,103
21.1,105
21.2,106
21.3,103
21.4,99
21.5,95
21.6,90
21.7,84
21.8,78
21.9,73
22,68
22.1,63
22.2,58
22.3,53
22.4,51
22.5,50
22.6,50
22.7,50
22.8,50
22.9,50
23,49
23.1,49
23.2,50
23.3,51
23.4,53
23.5,55
23.6,59
23.7,62
23.8,66
23.9,71
24,75
24.1,79
24.2,81
24.3,84
24.4,85
24.5,84
24.6,83
24.7,78
24.8,70
24.9,63
25,56
25.1,49
25.2,43
25.3,36
25.4,31
25.5,28
25.6,26
25.7,26
25.8,28
25.9,31
26,34
26.1,38
26.2,36
26.3,34
26.4,32
26.5,28
26.6,25
26.7,22
26.8,19
26.9,16
27,14
27.1,16
27.2,19
27.3,22
27.4,25
27.5,29
27.6,35
27.7,42
27.8,49
27.9,54
28,59
28.1,63
28.2,69
28.3,75
28.4,82
28.5,89
28.6,96
28.7,103
28.8,105
28.9,107
29,111
29.1,115
29.2,121
29.3,124
29.4,124
29.5,124
29.6,125
29.7,123
29.8,120
29.9,115
30,109
30.1,104
30.2,101
30.3,99
30.4,98
30.5,95
30.6,93
30.7,90
30.8,89
30.9,87
31,86
31.1,84
31.2,82
31.3,80
31.4,77
31.5,73
31.6,71
31.7,71
31.8,71
31.9,71
32,73
32.1,74
32.2,76
32.3,76
32.4,76
32.5,76
32.6,75
32.7,74
32.8,71
32.9,68
33,65
33.1,63
33.2,63
33.3,63
33.4,66
33.5,69
33.6,73
33.7,77
33.8,83
33.9,87
34,88
34.1,89
34.2,90
34.3,91
34.4,93
34.5,94
34.6,93
34.7,93
34.8,92
34.9,91
35,91
35.1,91
35.2,90
35.3,88
35.4,87
35.5,85
35.6,84
35.7,89
35.8,95
35.9,98
36,100
36.1,100
36.2,99
36.3,98
36.4,95
36.5,92
36.6,88
36.7,84
36.8,83
36.9,85
37,88
37.1,92
37.2,97
37.3,102
37.4,109
37.5,118
37.6,128
37.7,138
37.8,148
37.9,160
38,162
38.1,162
38.2,163
38.3,165
38.4,167
38.5,169
38.6,167
38.7,164
38.8,162
38.9,160
39,158
39.1,157
39.2,155
39.3,151
39.4,149
39.5,147
39.6,146
39.7,148
39.8,151
39.9,155
40,157
40.1,158
40.2,158
40.3,158
40.4,159
40.5,162
40.6,164
40.7,168
40.8,172
40.9,175
41,178
41.1,180
41.2,181
41.3,183
41.4,184
41.5,185
41.6,188
41.7,191
41.8,195
41.9,201
42,206
42.1,209
42.2,211
42.3,213
42.4,213
42.5,213
42.6,212
42.7,210
42.8,209
42.9,209
43,209
43.1,211
43.2,218
43.3,226
43.4,233
43.5,240
43.6,244
43.7,247
43.8,245
43.9,243
44,241
44.1,239
44.2,237
44.3,233
44.4,226
44.5,222
44.6,219
44.7,217
44.8,215
44.9,217
45,221
45.1,226
45.2,231
45.3,235
45.4,235
45.5,232
45.6,228
45.7,225
45.8,221
45.9,218
46,216
46.1,214
46.2,213
46.3,213
46.4,213
46.5,214
46.6,215
46.7,217
46.8,218
46.9,220
47,221
47.1,224
47.2,224
47.3,224
47.4,223
47.5,223
47.6,223
47.7,224
47.8,223
47.9,219
48,215
48.1,210
48.2,206
48.3,200
48.4,199
48.5,198
48.6,198
48.7,198
48.8,196
48.9,194
49,191
49.1,187
49.2,185
49.3,182
49.4,180
49.5,179
49.6,181
49.7,182
49.8,184
49.9,186
50,189
50.1,191
50.2,192
50.3,195
50.4,198
50.5,202
50.6,205
50.7,203
50.8,200
50.9,195
51,190
51.1,184
51.2,178
51.3,174
51.4,173
51.5,175
51.6,177
51.7,180
51.8,182
51.9,183
52,184
52.1,185
52.2,186
52.3,185
52.4,182
52.5,181
52.6,180
52.7,180
52.8,182
52.9,184
53,186
53.1,188
53.2,188
53.3,187
53.4,185
53.5,182
53.6,172
53.7,163
53.8,154
53.9,145
54,136
54.1,129
54.2,127
54.3,124
54.4,121
54.5,118
54.6,114
54.7,112
54.8,111
54.9,109
55,105
55.1,101
55.2,97
55.3,95
55.4,95
55.5,96
55.6,98
55.7,102
55.8,110
55.9,114
56,118
56.1,121
56.2,124
56.3,126
56.4,128
56.5,127
56.6,124
56.7,120
56.8,116
56.9,111
57,107
57.1,102
