Length,HU
0.1,541
0.2,545
0.3,548
0.4,551
0.5,554
0.6,556
0.7,558
0.8,559
0.9,560
1,561
1.1,561
1.2,561
1.3,561
1.4,560
1.5,559
1.6,558
1.7,556
1.8,554
1.9,553
2,551
2.1,550
2.2,548
2.3,547
2.4,545
2.5,543
2.6,542
2.7,541
2.8,540
2.9,539
3,538
3.1,538
3.2,537
3.3,537
3.4,537
3.5,536
3.6,536
3.7,536
3.8,536
3.9,536
4,536
4.1,536
4.2,535
4.3,535
4.4,535
4.5,534
4.6,533
4.7,532
4.8,531
4.9,530
5,529
5.1,527
5.2,525
5.3,524
5.4,521
5.5,519
5.6,516
5.7,513
5.8,510
5.9,507
6,503
6.1,500
6.2,496
6.3,493
6.4,491
6.5,488
6.6,486
6.7,483
6.8,481
6.9,479
7,478
7.1,477
7.2,477
7.3,476
7.4,476
7.5,476
7.6,477
7.7,478
7.8,479
7.9,480
8,481
8.1,482
8.2,483
8.3,485
8.4,486
8.5,487
8.6,488
8.7,490
8.8,491
8.9,492
9,493
9.1,495
9.2,496
9.3,497
9.4,498
9.5,499
9.6,499
9.7,499
9.8,499
9.9,499
10,499
10.1,499
10.2,497
10.3,497
10.4,496
10.5,495
10.6,494
10.7,494
10.8,494
10.9,493
11,493
11.1,493
11.2,493
11.3,493
11.4,494
11.5,495
11.6,497
11.7,498
11.8,499
11.9,500
12,502
12.1,503
12.2,505
12.3,506
12.4,507
12.5,508
12.6,509
12.7,510
12.8,510
12.9,510
13,510
13.1,510
13.2,510
13.3,510
13.4,509
13.5,508
13.6,507
13.7,505
13.8,504
13.9,502
14,500
14.1,497
14.2,495
14.3,492
14.4,489
14.5,486
14.6,483
14.7,479
14.8,475
14.9,472
15,468
15.1,464
15.2,459
15.3,455
15.4,450
15.5,445
15.6,440
15.7,435
15.8,430
15.9,425
16,420
16.1,415
16.2,410
16.3,405
16.4,400
16.5,395
16.6,391
16.7,388
16.8,384
16.9,382
17,379
17.1,376
17.2,373
17.3,371
17.4,369
17.5,366
17.6,364
17.7,362
17.8,360
17.9,357
18,355
18.1,352
18.2,350
18.3,347
18.4,344
18.5,341
18.6,338
18.7,335
18.8,331
18.9,328
19,325
19.1,321
19.2,317
19.3,313
19.4,310
19.5,306
19.6,302
19.7,297
19.8,293
19.9,287
20,282
20.1,277
20.2,271
20.3,265
20.4,259
20.5,253
20.6,247
20.7,240
20.8,233
20.9,226
21,219
21.1,211
21.2,204
21.3,196
21.4,188
21.5,180
21.6,172
21.7,165
21.8,157
21.9,149
22,142
22.1,134
22.2,128
22.3,122
22.4,116
22.5,111
22.6,107
22.7,102
22.8,98
22.9,96
23,94
23.1,92
23.2,91
23.3,90
23.4,89
23.5,88
23.6,88
23.7,87
23.8,87
23.9,87
24,87
24.1,86
24.2,85
24.3,83
24.4,82
24.5,80
24.6,78
24.7,76
24.8,74
24.9,73
25,71
25.1,69
25.2,67
25.3,65
25.4,65
25.5,65
25.6,65
25.7,65
25.8,66
25.9,66
26,67
26.1,68
26.2,69
26.3,71
26.4,72
26.5,74
26.6,75
26.7,77
26.8,78
26.9,79
27,80
27.1,81
27.2,82
27.3,83
27.4,83
27.5,83
27.6,84
27.7,84
27.8,84
27.9,84
28,85
28.1,85
28.2,85
28.3,86
28.4,86
28.5,87
28.6,88
28.7,89
28.8,90
28.9,92
29,93
29.1,95
29.2,97
29.3,100
29.4,104
29.5,108
29.6,112
29.7,116
29.8,122
29.9,128
30,135
30.1,142
30.2,151
30.3,159
30.4,168
30.5,179
30.6,190
30.7,201
30.8,212
30.9,223
31,236
31.1,249
31.2,263
31.3,276
31.4,289
31.5,303
31.6,316
31.7,329
31.8,341
31.9,353
32,364
32.1,375
32.2,386
32.3,395
32.4,404
32.5,412
32.6,419
32.7,425
32.8,431
32.9,436
33,440
33.1,444
33.2,447
33.3,449
33.4,451
33.5,453
33.6,454
33.7,455
33.8,455
33.9,456
34,456
34.1,456
34.2,457
34.3,457
34.4,457
34.5,457
34.6,457
34.7,457
34.8,457
34.9,458
35,459
35.1,460
35.2,461
35.3,462
35.4,463
35.5,464
35.6,466
35.7,467
35.8,469
35.9,470
36,472
36.1,474
36.2,476
36.3,478
36.4,480
36.5,483
36.6,485
36.7,487
36.8,489
36.9,491
37,493
37.1,494
37.2,496
37.3,498
37.4,499
37.5,499
37.6,498
37.7,498
37.8,497
37.9,496
38,495
38.1,493
38.2,491
38.3,489
38.4,487
38.5,484
38.6,482
38.7,479
38.8,477
38.9,475
39,473
39.1,471
39.2,469
39.3,468
39.4,467
39.5,467
39.6,466
39.7,466
39.8,466
39.9,466
40,466
40.1,467
40.2,468
40.3,470
40.4,471
40.5,472
40.6,474
40.7,476
40.8,478
40.9,480
41,483
41.1,485
41.2,488
41.3,491
41.4,494
41.5,496
41.6,500
41.7,503
41.8,506
41.9,509
42,511
42.1,513
42.2,516
42.3,518
42.4,521
42.5,523
42.6,525
42.7,526
42.8,528
42.9,529
43,530
43.1,532
43.2,532
43.3,533
43.4,533
43.5,533
43.6,534
43.7,534
43.8,534
43.9,534
44,534
44.1,533
44.2,533
44.3,533
44.4,534
44.5,534
44.6,533
44.7,533
44.8,533
44.9,534
45,534
45.1,534
45.2,535
45.3,536
45.4,537
45.5,538
45.6,539
45.7,540
45.8,541
45.9,543
46,545
46.1,547
46.2,549
46.3,551
46.4,552
46.5,554
46.6,556
46.7,558
46.8,560
46.9,561
47,562
47.1,563
47.2,564
47.3,565
47.4,565
47.5,565
47.6,565
47.7,563
47.8,561
47.9,558
48,555
48.1,551
48.2,547
48.3,541
48.4,533
48.5,525
48.6,517
48.7,507
48.8,497
48.9,486
49,474
49.1,462
49.2,449
49.3,437
49.4,425
49.5,413
49.6,401
49.7,389
49.8,378
49.9,366
50,355
50.1,345
50.2,335
50.3,327
50.4,319
50.5,311
50.6,303
50.7,296
50.8,290
50.9,286
51,282
51.1,278
51.2,275
51.3,271
51.4,269
51.5,268
51.6,268
51.7,268
51.8,269
51.9,270
52,271
52.1,273
52.2,275
52.3,278
52.4,281
52.5,284
52.6,288
52.7,291
52.8,296
52.9,300
53,305
53.1,310
53.2,315
53.3,320
53.4,326
53.5,331
53.6,336
53.7,342
53.8,347
53.9,353
54,358
54.1,362
54.2,366
54.3,369
54.4,372
54.5,376
54.6,378
54.7,379
54.8,379
54.9,379
55,379
55.1,378
55.2,378
55.3,376
55.4,375
55.5,373
55.6,372
55.7,370
55.8,368
55.9,366
56,365
56.1,363
56.2,362
56.3,361
56.4,360
56.5,360
56.6,360
56.7,360
56.8,361
56.9,361
57,362
57.1,363
57.2,365
57.3,367
57.4,370
57.5,372
57.6,375
57.7,379
57.8,382
57.9,387
58,393
58.1,399
58.2,405
58.3,412
58.4,419
58.5,427
58.6,436
58.7,445
58.8,453
58.9,462
59,472
59.1,481
59.2,490
59.3,499
59.4,508
59.5,516
59.6,524
59.7,531
59.8,537
59.9,542
60,547
60.1,552
60.2,555
60.3,559
60.4,560
60.5,561
60.6,561
60.7,561
60.8,561
60.9,560
61,559
61.1,558
61.2,556
61.3,555
61.4,553
61.5,551
61.6,550
61.7,548
61.8,546
61.9,543
62,541
62.1,539
62.2,537
62.3,535
62.4,532
62.5,530
62.6,527
62.7,524
62.8,520
62.9,517
63,512
63.1,508
63.2,503
63.3,499
63.4,494
63.5,489
63.6,484
63.7,480
63.8,476
63.9,472
64,468
64.1,464
64.2,460
64.3,457
64.4,454
64.5,452
64.6,449
64.7,447
64.8,444
64.9,441
65,439
65.1,436
65.2,433
65.3,430
65.4,427
65.5,423
65.6,419
65.7,414
65.8,409
65.9,404
66,399
66.1,393
66.2,388
66.3,382
66.4,376
66.5,371
66.6,366
66.7,361
66.8,356
66.9,352
67,349
67.1,346
67.2,343
67.3,340
67.4,338
67.5,336
67.6,335
67.7,334
67.8,332
67.9,331
68,329
68.1,327
68.2,325
68.3,323
68.4,320
68.5,317
68.6,314
68.7,310
68.8,307
68.9,303
69,299
69.1,295
69.2,290
69.3,285
69.4,279
69.5,274
69.6,268
69.7,262
69.8,256
69.9,250
70,244
70.1,237
70.2,231
70.3,225
70.4,219
70.5,213
70.6,207
70.7,201
70.8,195
70.9,190
71,184
71.1,179
71.2,173
71.3,168
71.4,163
71.5,158
71.6,153
71.7,149
71.8,145
71.9,141
72,138
72.1,135
72.2,132
72.3,129
72.4,126
72.5,124
72.6,122
72.7,120
72.8,118
72.9,116
73,114
73.1,112
73.2,111
73.3,109
73.4,108
73.5,106
73.6,104
73.7,103
73.8,101
73.9,99
74,96
74.1,94
74.2,92
74.3,90
74.4,87
74.5,85
74.6,82
74.7,80
74.8,77
74.9,75
75,73
75.1,71
75.2,69
75.3,68
75.4,66
75.5,65
75.6,65
75.7,64
75.8,64
75.9,63
76,63
76.1,62
76.2,61
76.3,59
76.4,57
76.5,55
76.6,52
76.7,49
76.8,45
76.9,40
77,34
77.1,28
77.2,22
77.3,15
77.4,8
77.5,0
77.6,-8
77.7,-16
77.8,-25
77.9,-34
78,-43
78.1,-51
78.2,-60
78.3,-68
78.4,-76
78.5,-84
78.6,-92
78.7,-99
78.8,-106
78.9,-113
79,-120
79.1,-127
79.2,-134
79.3,-141
79.4,-148
79.5,-157
79.6,-165
79.7,-175
79.8,-184
79.9,-194
80,-205
80.1,-215
80.2,-226
80.3,-238
80.4,-249
80.5,-260
80.6,-272
80.7,-284
80.8,-296
80.9,-308
81,-321
81.1,-334
81.2,-347
81.3,-360
81.4,-375
81.5,-390
81.6,-404
81.7,-418
81.8,-432
81.9,-445
82,-458
82.1,-470
82.2,-482
82.3,-493
82.4,-503
82.5,-514
82.6,-523
82.7,-533
82.8,-541
82.9,-550
83,-558
83.1,-566
83.2,-574
83.3,-581
83.4,-588
83.5,-595
83.6,-601
83.7,-608
83.8,-614
83.9,-621
84,-627
84.1,-634
84.2,-640
84.3,-647
84.4,-654
84.5,-662
84.6,-669
84.7,-677
84.8,-684
84.9,-691
85,-698
85.1,-705
85.2,-713
85.3,-721
85.4,-728
85.5,-735
85.6,-741
85.7,-747
85.8,-752
85.9,-756
86,-760
86.1,-762
86.2,-763
86.3,-762
86.4,-761
86.5,-756
86.6,-750
86.7,-743
86.8,-735
86.9,-726
87,-716
87.1,-706
87.2,-694
87.3,-683
87.4,-671
87.5,-659
87.6,-647
87.7,-636
87.8,-624
87.9,-612
88,-601
88.1,-590
88.2,-580
88.3,-570
88.4,-560
88.5,-550
88.6,-541
88.7,-532
88.8,-523
88.9,-515
89,-507
89.1,-498
89.2,-490
89.3,-481
89.4,-473
89.5,-465
89.6,-457
89.7,-448
89.8,-440
89.9,-432
90,-423
90.1,-415
90.2,-407
90.3,-399
90.4,-391
90.5,-383
90.6,-375
90.7,-369
90.8,-364
90.9,-360
91,-356
91.1,-353
91.2,-351
91.3,-349
91.4,-347
91.5,-347
91.6,-347
91.7,-347
91.8,-348
91.9,-348
92,-349
92.1,-349
92.2,-349
92.3,-349
92.4,-349
92.5,-348
92.6,-347
92.7,-345
92.8,-344
92.9,-342
93,-340
93.1,-339
93.2,-337
93.3,-335
93.4,-333
93.5,-332
93.6,-331
93.7,-329
