Length,HU
0.1,164
0.2,166
0.3,168
0.4,169
0.5,173
0.6,177
0.7,181
0.8,185
0.9,190
1,194
1.1,196
1.2,196
1.3,197
1.4,197
1.5,196
1.6,196
1.7,196
1.8,197
1.9,198
2,199
2.1,201
2.2,201
2.3,202
2.4,202
2.5,203
2.6,205
2.7,205
2.8,201
2.9,196
3,192
3.1,188
3.2,183
3.3,180
3.4,178
3.5,179
3.6,182
3.7,186
3.8,190
3.9,193
4,195
4.1,197
4.2,198
4.3,199
4.4,199
4.5,200
4.6,199
4.7,198
4.8,197
4.9,196
5,195
5.1,196
5.2,198
5.3,196
5.4,194
5.5,191
5.6,188
5.7,188
5.8,188
5.9,189
6,189
6.1,189
6.2,187
6.3,185
6.4,183
6.5,180
6.6,178
6.7,175
6.8,173
6.9,172
7,174
7.1,177
7.2,181
7.3,184
7.4,189
7.5,194
7.6,200
7.7,206
7.8,213
7.9,221
8,226
8.1,231
8.2,235
8.3,238
8.4,240
8.5,242
8.6,244
8.7,245
8.8,246
8.9,246
9,245
9.1,241
9.2,234
9.3,227
9.4,221
9.5,214
9.6,207
9.7,202
9.8,196
9.9,192
10,187
10.1,183
10.2,179
10.3,178
10.4,178
10.5,179
10.6,181
10.7,183
10.8,186
10.9,188
11,191
11.1,194
11.2,199
11.3,205
11.4,206
11.5,207
11.6,208
11.7,209
11.8,210
11.9,211
12,215
12.1,221
12.2,226
12.3,232
12.4,238
12.5,244
12.6,248
12.7,252
12.8,256
12.9,261
13,266
13.1,271
13.2,267
13.3,263
13.4,258
13.5,252
13.6,246
13.7,239
13.8,233
13.9,226
14,221
14.1,216
14.2,212
14.3,210
14.4,210
14.5,210
14.6,210
14.7,210
14.8,210
14.9,208
15,204
15.1,201
15.2,198
15.3,194
15.4,191
15.5,184
15.6,177
15.7,170
15.8,162
15.9,154
16,147
16.1,141
16.2,136
16.3,131
16.4,126
16.5,122
16.6,120
16.7,117
16.8,114
16.9,111
17,108
17.1,106
17.2,103
17.3,101
17.4,99
17.5,97
17.6,96
17.7,96
17.8,98
17.9,101
18,103
18.1,105
18.2,106
18.3,107
18.4,113
18.5,118
18.6,123
18.7,128
18.8,132
18.9,136
19,137
19.1,139
19.2,137
19.3,135
19.4,132
19.5,127
19.6,121
19.7,115
19.8,108
19.9,102
20,96
20.1,93
20.2,90
20.3,88
20.4,85
20.5,83
20.6,81
20.7,82
20.8,84
20.9,86
21,88
21.1,90
21.2,91
21.3,87
21.4,84
21.5,79
21.6,75
21.7,70
21.8,64
21.9,59
22,53
22.1,47
22.2,40
22.3,33
22.4,30
22.5,30
22.6,30
22.7,32
22.8,34
22.9,36
23,38
23.1,41
23.2,45
23.3,51
23.4,58
23.5,66
23.6,67
23.7,69
23.8,72
23.9,75
24,80
24.1,85
24.2,89
24.3,94
24.4,97
24.5,96
24.6,96
24.7,92
24.8,86
24.9,80
25,75
25.1,70
25.2,65
25.3,57
25.4,47
25.5,40
25.6,33
25.7,29
25.8,25
25.9,24
26,23
26.1,23
26.2,21
26.3,19
26.4,18
26.5,19
26.6,21
26.7,22
26.8,24
26.9,27
27,32
27.1,42
27.2,52
27.3,62
27.4,72
27.5,82
27.6,88
27.7,92
27.8,96
27.9,98
28,100
28.1,103
28.2,104
28.3,106
28.4,108
28.5,111
28.6,114
28.7,118
28.8,116
28.9,115
29,114
29.1,114
29.2,114
29.3,115
29.4,115
29.5,115
29.6,115
29.7,112
29.8,109
29.9,104
30,100
30.1,97
30.2,94
30.3,92
30.4,90
30.5,85
30.6,78
30.7,73
30.8,70
30.9,68
31,67
31.1,66
31.2,66
31.3,67
31.4,67
31.5,67
31.6,68
31.7,68
31.8,69
31.9,71
32,73
32.1,75
32.2,79
32.3,85
32.4,92
32.5,99
32.6,106
32.7,114
32.8,119
32.9,123
33,127
33.1,128
33.2,128
33.3,127
33.4,124
33.5,121
33.6,118
33.7,115
33.8,111
33.9,107
34,103
34.1,99
34.2,96
34.3,93
34.4,91
34.5,89
34.6,88
34.7,86
34.8,84
34.9,86
35,89
35.1,91
35.2,92
35.3,92
35.4,93
35.5,94
35.6,94
35.7,100
35.8,106
35.9,110
36,112
36.1,113
36.2,112
36.3,113
36.4,112
36.5,110
36.6,107
36.7,103
36.8,101
36.9,102
37,102
37.1,103
37.2,103
37.3,104
37.4,108
37.5,115
37.6,122
37.7,130
37.8,138
37.9,146
38,147
38.1,148
38.2,150
38.3,152
38.4,154
38.5,157
38.6,154
38.7,151
38.8,150
38.9,150
39,151
39.1,153
39.2,156
39.3,157
39.4,159
39.5,160
39.6,162
39.7,165
39.8,168
39.9,170
40,172
40.1,170
40.2,168
40.3,167
40.4,166
40.5,166
40.6,167
40.7,169
40.8,171
40.9,175
41,179
41.1,184
41.2,188
41.3,192
41.4,196
41.5,199
41.6,202
41.7,205
41.8,208
41.9,211
42,212
42.1,212
42.2,212
42.3,212
42.4,212
42.5,213
42.6,213
42.7,211
42.8,209
42.9,208
43,207
43.1,207
43.2,212
43.3,218
43.4,224
43.5,231
43.6,233
43.7,235
43.8,233
43.9,232
44,230
44.1,228
44.2,225
44.3,223
44.4,221
44.5,221
44.6,221
44.7,222
44.8,223
44.9,224
45,227
45.1,231
45.2,236
45.3,241
45.4,244
45.5,245
45.6,246
45.7,248
45.8,250
45.9,253
46,256
46.1,257
46.2,257
46.3,257
46.4,257
46.5,257
46.6,256
46.7,251
46.8,247
46.9,243
47,239
47.1,235
47.2,232
47.3,229
47.4,227
47.5,225
47.6,225
47.7,225
47.8,224
47.9,223
48,220
48.1,217
48.2,214
48.3,210
48.4,211
48.5,212
48.6,212
48.7,212
48.8,208
48.9,203
49,201
49.1,198
49.2,196
49.3,194
49.4,192
49.5,192
49.6,194
49.7,199
49.8,204
49.9,208
50,213
50.1,214
50.2,214
50.3,215
50.4,217
50.5,219
50.6,223
50.7,223
50.8,221
50.9,219
51,216
51.1,212
51.2,207
51.3,204
51.4,201
51.5,199
51.6,197
51.7,195
51.8,194
51.9,196
52,198
52.1,201
52.2,203
52.3,203
52.4,204
52.5,207
52.6,210
52.7,214
52.8,219
52.9,224
53,230
53.1,236
53.2,239
53.3,242
53.4,244
53.5,246
53.6,241
53.7,237
