Length,HU
0.1,36
0.2,31
0.3,26
0.4,20
0.5,31
0.6,45
0.7,64
0.8,86
0.9,118
1,153
1.1,178
1.2,205
1.3,230
1.4,257
1.5,285
1.6,309
1.7,326
1.8,333
1.9,336
2,338
2.1,335
2.2,327
2.3,319
2.4,312
2.5,307
2.6,302
2.7,292
2.8,269
2.9,241
3,212
3.1,184
3.2,157
3.3,133
3.4,123
3.5,113
3.6,104
3.7,98
3.8,95
3.9,99
4,111
4.1,126
4.2,142
4.3,160
4.4,185
4.5,213
4.6,240
4.7,267
4.8,294
4.9,322
5,352
5.1,366
5.2,374
5.3,364
5.4,353
5.5,337
5.6,319
5.7,301
5.8,285
5.9,270
6,255
6.1,243
6.2,236
6.3,225
6.4,214
6.5,204
6.6,195
6.7,189
6.8,186
6.9,188
7,192
7.1,197
7.2,204
7.3,213
7.4,216
7.5,218
7.6,223
7.7,231
7.8,242
7.9,255
8,267
8.1,275
8.2,280
8.3,285
8.4,288
8.5,290
8.6,291
8.7,292
8.8,287
8.9,284
9,285
9.1,283
9.2,274
9.3,269
9.4,267
9.5,267
9.6,267
9.7,251
9.8,223
9.9,198
10,174
10.1,152
10.2,130
10.3,116
10.4,103
10.5,94
10.6,90
10.7,87
10.8,87
10.9,94
11,103
11.1,110
11.2,118
11.3,124
11.4,119
11.5,114
11.6,109
11.7,103
11.8,96
11.9,88
12,85
12.1,87
12.2,90
12.3,100
12.4,117
12.5,137
12.6,158
12.7,183
12.8,211
12.9,243
13,277
13.1,310
13.2,302
13.3,293
13.4,285
13.5,279
13.6,275
13.7,273
13.8,272
13.9,271
14,260
14.1,247
14.2,237
14.3,228
14.4,221
14.5,216
14.6,211
14.7,207
14.8,205
14.9,208
15,211
15.1,214
15.2,215
15.3,216
15.4,214
15.5,215
15.6,217
15.7,221
15.8,226
15.9,227
16,226
16.1,226
16.2,222
16.3,213
16.4,200
16.5,182
16.6,165
16.7,148
16.8,133
16.9,121
17,113
17.1,110
17.2,114
17.3,121
17.4,130
17.5,143
17.6,153
17.7,162
17.8,159
17.9,151
18,138
18.1,120
18.2,97
18.3,71
18.4,71
18.5,74
18.6,81
18.7,93
18.8,109
18.9,128
19,143
19.1,154
19.2,145
19.3,127
19.4,106
19.5,80
19.6,52
19.7,23
19.8,-7
19.9,-37
20,-65
20.1,-51
20.2,-35
20.3,-24
20.4,-19
20.5,-18
20.6,-23
20.7,-19
20.8,-16
20.9,-15
21,-12
21.1,-9
21.2,-4
21.3,2
21.4,11
21.5,24
21.6,39
21.7,57
21.8,60
21.9,49
22,39
22.1,28
22.2,19
22.3,9
22.4,9
22.5,14
22.6,22
22.7,29
22.8,36
22.9,42
23,46
23.1,54
23.2,69
23.3,90
23.4,118
23.5,141
23.6,136
23.7,132
23.8,129
23.9,128
24,130
24.1,134
24.2,142
24.3,147
24.4,150
24.5,149
24.6,152
24.7,145
24.8,129
24.9,117
25,107
25.1,100
25.2,96
25.3,74
25.4,48
25.5,26
25.6,6
25.7,-11
25.8,-26
25.9,-37
26,-45
26.1,-48
26.2,-50
26.3,-52
26.4,-58
26.5,-69
26.6,-78
26.7,-85
26.8,-88
26.9,-77
27,-50
27.1,-7
27.2,28
27.3,58
27.4,82
27.5,101
27.6,112
27.7,116
27.8,120
27.9,117
28,114
28.1,113
28.2,121
28.3,132
28.4,145
28.5,160
28.6,171
28.7,181
28.8,192
28.9,204
29,214
29.1,224
29.2,232
29.3,235
29.4,232
29.5,228
29.6,224
29.7,215
29.8,205
29.9,191
30,175
30.1,160
30.2,146
30.3,133
30.4,123
30.5,124
30.6,131
30.7,139
30.8,148
30.9,157
31,164
31.1,152
31.2,138
31.3,124
31.4,104
31.5,86
31.6,75
31.7,71
31.8,69
31.9,68
32,64
32.1,60
32.2,56
32.3,52
32.4,50
32.5,49
32.6,49
32.7,51
32.8,45
32.9,36
33,27
33.1,18
33.2,9
33.3,2
33.4,-5
33.5,-10
33.6,-13
33.7,-12
33.8,-9
33.9,-2
34,7
34.1,12
34.2,14
34.3,14
34.4,11
34.5,7
34.6,8
34.7,11
34.8,16
34.9,26
35,37
35.1,56
35.2,75
35.3,91
35.4,105
35.5,115
35.6,121
35.7,136
35.8,143
35.9,142
36,133
36.1,117
36.2,94
36.3,69
36.4,44
36.5,20
36.6,5
36.7,0
36.8,0
36.9,3
37,6
37.1,8
37.2,11
37.3,15
37.4,25
37.5,42
37.6,61
37.7,81
37.8,102
37.9,123
38,135
38.1,150
38.2,170
38.3,194
38.4,215
38.5,240
38.6,249
38.7,261
38.8,274
38.9,284
39,294
39.1,301
39.2,294
39.3,278
39.4,262
39.5,248
39.6,234
39.7,223
39.8,215
39.9,207
40,198
40.1,184
40.2,164
40.3,146
40.4,131
40.5,123
40.6,123
40.7,127
40.8,134
40.9,150
41,165
41.1,177
41.2,187
41.3,194
41.4,203
41.5,215
41.6,224
41.7,229
41.8,231
41.9,229
42,228
42.1,233
42.2,240
42.3,250
42.4,261
42.5,274
42.6,280
42.7,284
42.8,291
42.9,302
43,317
43.1,335
43.2,346
43.3,356
43.4,366
43.5,377
43.6,379
43.7,381
43.8,372
43.9,362
44,350
44.1,338
44.2,326
44.3,314
44.4,305
44.5,297
44.6,291
44.7,289
44.8,285
44.9,277
45,268
45.1,263
45.2,260
45.3,260
45.4,261
45.5,257
45.6,251
45.7,245
45.8,239
45.9,233
46,226
46.1,228
46.2,228
46.3,223
46.4,216
46.5,208
46.6,201
46.7,199
46.8,196
46.9,191
47,186
47.1,187
47.2,187
47.3,186
47.4,192
47.5,200
47.6,210
47.7,222
47.8,233
47.9,241
48,249
48.1,256
48.2,258
48.3,255
48.4,253
48.5,245
48.6,232
48.7,214
48.8,192
48.9,171
49,164
49.1,156
49.2,148
49.3,139
49.4,130
49.5,124
49.6,127
49.7,135
49.8,140
49.9,143
50,143
50.1,134
50.2,125
50.3,119
50.4,116
50.5,116
50.6,123
50.7,119
50.8,113
50.9,108
51,105
51.1,103
51.2,104
51.3,117
51.4,133
51.5,152
51.6,168
51.7,183
51.8,199
51.9,215
52,226
52.1,231
52.2,231
52.3,219
52.4,209
52.5,205
52.6,203
52.7,205
52.8,210
52.9,217
53,222
53.1,227
53.2,231
53.3,231
53.4,227
53.5,218
53.6,195
53.7,167
53.8,135
53.9,98
54,65
54.1,45
54.2,39
54.3,31
54.4,16
54.5,-6
54.6,-34
54.7,-56
54.8,-63
54.9,-63
55,-60
55.1,-51
55.2,-45
55.3,-33
55.4,-18
55.5,-6
55.6,5
55.7,13
55.8,26
55.9,36
56,47
56.1,55
56.2,61
56.3,66
56.4,71
56.5,67
56.6,60
56.7,48
56.8,37
56.9,26
57,15
57.1,2
57.2,-9
57.3,-18
57.4,-25
57.5,-28
57.6,-25
57.7,-18
57.8,-12
57.9,-6
58,-2
58.1,0
58.2,14
58.3,27
58.4,39
58.5,48
58.6,54
58.7,60
58.8,72
58.9,84
59,95
59.1,104
59.2,114
59.3,126
59.4,128
59.5,131
59.6,136
59.7,142
59.8,149
59.9,161
60,174
60.1,186
60.2,197
60.3,205
60.4,209
60.5,220
60.6,233
60.7,246
60.8,258
60.9,270
61,281
61.1,280
61.2,279
61.3,278
61.4,278
61.5,279
61.6,276
61.7,251
61.8,225
61.9,200
62,177
62.1,157
62.2,143
62.3,133
62.4,121
62.5,109
62.6,95
62.7,80
62.8,74
62.9,72
63,72
63.1,74
63.2,78
63.3,83
63.4,73
63.5,61
63.6,45
63.7,30
63.8,20
63.9,16
64,18
64.1,22
64.2,29
64.3,40
64.4,54
64.5,69
64.6,85
64.7,100
64.8,113
64.9,126
65,137
65.1,145
65.2,150
65.3,154
65.4,159
65.5,165
65.6,173
65.7,174
65.8,171
65.9,167
66,161
66.1,153
66.2,135
66.3,104
66.4,74
66.5,45
66.6,16
66.7,-13
66.8,-37
66.9,-50
67,-57
67.1,-55
67.2,-52
67.3,-50
67.4,-39
67.5,-22
67.6,-9
67.7,-1
67.8,4
67.9,5
68,18
68.1,34
68.2,50
68.3,67
68.4,85
68.5,103
68.6,118
68.7,134
68.8,150
68.9,159
69,164
69.1,163
