Length,HU
0.1,149
0.2,151
0.3,152
0.4,155
0.5,157
0.6,160
0.7,163
0.8,165
0.9,169
1,173
1.1,177
1.2,181
1.3,186
1.4,190
1.5,195
1.6,200
1.7,204
1.8,209
1.9,214
2,219
2.1,224
2.2,230
2.3,235
2.4,240
2.5,245
2.6,250
2.7,256
2.8,261
2.9,267
3,272
3.1,278
3.2,283
3.3,288
3.4,294
3.5,299
3.6,304
3.7,309
3.8,313
3.9,318
4,322
4.1,326
4.2,330
4.3,334
4.4,338
4.5,340
4.6,343
4.7,345
4.8,348
4.9,350
5,352
5.1,353
5.2,355
5.3,356
5.4,358
5.5,359
5.6,360
5.7,361
5.8,362
5.9,363
6,363
6.1,364
6.2,364
6.3,364
6.4,364
6.5,364
6.6,364
6.7,364
6.8,364
6.9,364
7,364
7.1,365
7.2,365
7.3,365
7.4,365
7.5,365
7.6,366
7.7,366
7.8,366
7.9,366
8,365
8.1,364
8.2,364
8.3,363
8.4,362
8.5,361
8.6,360
8.7,359
8.8,358
8.9,357
9,356
9.1,354
9.2,353
9.3,352
9.4,350
9.5,349
9.6,347
9.7,345
9.8,344
9.9,342
10,340
10.1,338
10.2,336
10.3,333
10.4,331
10.5,328
10.6,325
10.7,323
10.8,320
10.9,317
11,314
11.1,311
11.2,308
11.3,305
11.4,302
11.5,299
11.6,296
11.7,292
11.8,289
11.9,285
12,282
12.1,278
12.2,274
12.3,270
12.4,266
12.5,262
12.6,258
12.7,254
12.8,250
12.9,245
13,241
13.1,237
13.2,232
13.3,228
13.4,223
13.5,219
13.6,214
13.7,209
13.8,205
13.9,200
14,195
14.1,191
14.2,186
14.3,182
14.4,178
14.5,173
14.6,169
14.7,165
14.8,162
14.9,158
15,155
15.1,152
15.2,149
15.3,146
15.4,145
15.5,143
15.6,141
15.7,139
15.8,138
15.9,136
16,135
16.1,133
16.2,132
16.3,131
16.4,129
16.5,128
16.6,126
16.7,125
16.8,123
16.9,122
17,120
17.1,119
17.2,118
17.3,117
17.4,116
17.5,115
17.6,114
17.7,113
17.8,113
17.9,112
18,112
18.1,112
18.2,112
18.3,111
18.4,111
18.5,111
18.6,111
18.7,111
18.8,110
18.9,110
19,110
19.1,110
19.2,109
19.3,109
19.4,109
19.5,108
19.6,108
19.7,108
19.8,107
19.9,107
20,107
20.1,106
20.2,106
20.3,105
20.4,105
20.5,104
20.6,104
20.7,103
20.8,103
20.9,103
21,102
21.1,102
21.2,103
21.3,103
21.4,103
21.5,103
21.6,103
21.7,104
21.8,105
21.9,105
22,106
22.1,106
22.2,107
22.3,107
22.4,107
22.5,108
22.6,108
22.7,108
22.8,108
22.9,108
23,108
23.1,108
23.2,108
23.3,107
23.4,107
23.5,106
23.6,105
23.7,104
23.8,104
23.9,103
24,102
24.1,101
24.2,100
24.3,100
24.4,99
24.5,98
24.6,98
24.7,97
24.8,97
24.9,97
25,96
25.1,96
25.2,96
25.3,96
25.4,96
25.5,96
25.6,97
25.7,97
25.8,97
25.9,98
26,98
26.1,99
26.2,99
26.3,100
26.4,100
26.5,100
26.6,100
26.7,101
26.8,101
26.9,101
27,101
27.1,102
27.2,102
27.3,102
27.4,102
27.5,103
27.6,103
27.7,104
27.8,105
27.9,105
28,106
28.1,107
28.2,108
28.3,109
28.4,110
28.5,111
28.6,112
28.7,113
28.8,114
28.9,115
29,116
29.1,117
29.2,118
29.3,120
29.4,121
29.5,122
29.6,124
29.7,125
29.8,127
29.9,129
30,131
30.1,134
30.2,136
30.3,139
30.4,143
30.5,147
30.6,150
30.7,155
30.8,159
30.9,163
31,169
31.1,175
31.2,181
31.3,188
31.4,194
31.5,202
31.6,209
31.7,217
31.8,225
31.9,233
32,241
32.1,250
32.2,258
32.3,266
32.4,275
32.5,283
32.6,292
32.7,300
32.8,307
32.9,315
33,323
33.1,331
33.2,339
33.3,346
33.4,353
33.5,359
33.6,366
33.7,373
33.8,379
33.9,385
34,391
34.1,397
34.2,403
34.3,408
34.4,413
34.5,418
34.6,422
34.7,426
34.8,430
34.9,434
35,437
35.1,439
35.2,442
35.3,445
35.4,447
35.5,449
35.6,451
35.7,453
35.8,455
35.9,456
36,457
36.1,459
36.2,460
36.3,461
36.4,462
36.5,464
36.6,465
36.7,466
36.8,467
36.9,468
37,469
37.1,470
37.2,471
37.3,471
37.4,472
37.5,472
37.6,473
37.7,473
37.8,474
37.9,474
38,474
38.1,474
38.2,474
38.3,473
38.4,473
38.5,473
38.6,473
38.7,474
38.8,474
38.9,474
39,474
39.1,474
39.2,475
39.3,475
39.4,475
39.5,475
39.6,475
39.7,476
39.8,476
39.9,476
40,477
40.1,477
40.2,478
40.3,478
40.4,479
40.5,479
40.6,480
40.7,480
40.8,481
40.9,481
41,482
41.1,482
41.2,483
41.3,483
41.4,483
41.5,483
41.6,483
41.7,483
41.8,483
41.9,483
42,483
42.1,482
42.2,482
42.3,482
42.4,482
42.5,481
42.6,481
42.7,480
42.8,480
42.9,480
43,480
43.1,480
43.2,480
43.3,480
43.4,480
43.5,480
43.6,480
43.7,481
43.8,482
43.9,482
44,483
44.1,483
44.2,484
44.3,484
44.4,485
44.5,485
44.6,485
44.7,486
44.8,485
44.9,485
45,485
45.1,484
45.2,484
45.3,483
45.4,483
45.5,482
45.6,481
45.7,480
45.8,479
45.9,478
46,478
46.1,477
46.2,476
46.3,475
46.4,475
46.5,474
46.6,473
46.7,473
46.8,472
46.9,471
47,470
47.1,470
47.2,470
47.3,469
47.4,469
47.5,469
47.6,469
47.7,470
47.8,470
47.9,471
48,471
48.1,472
48.2,472
48.3,473
48.4,473
48.5,474
48.6,474
48.7,475
48.8,475
48.9,474
49,474
49.1,474
49.2,473
49.3,473
49.4,472
49.5,472
49.6,471
49.7,470
49.8,468
49.9,467
50,466
50.1,465
50.2,464
50.3,462
50.4,461
50.5,460
50.6,459
50.7,458
50.8,456
50.9,455
51,454
51.1,452
51.2,451
51.3,449
51.4,448
51.5,446
51.6,444
51.7,443
51.8,442
51.9,440
52,439
52.1,438
52.2,436
52.3,436
52.4,435
52.5,435
52.6,435
52.7,435
52.8,435
52.9,435
53,436
53.1,437
53.2,438
53.3,439
53.4,441
53.5,442
53.6,444
53.7,445
53.8,447
53.9,449
54,450
54.1,452
54.2,453
54.3,454
54.4,455
54.5,457
54.6,458
54.7,458
54.8,459
54.9,460
55,461
55.1,462
55.2,463
55.3,464
55.4,465
55.5,466
55.6,466
55.7,467
55.8,468
55.9,468
56,469
56.1,469
56.2,470
56.3,470
56.4,470
56.5,471
56.6,471
56.7,471
56.8,472
56.9,472
57,471
57.1,471
57.2,471
57.3,470
57.4,470
57.5,469
57.6,468
57.7,467
57.8,466
57.9,465
58,464
58.1,463
58.2,463
58.3,462
58.4,461
58.5,460
58.6,460
58.7,460
58.8,460
58.9,460
59,460
59.1,460
59.2,461
59.3,462
59.4,462
59.5,463
59.6,463
59.7,464
59.8,464
59.9,465
60,466
60.1,466
60.2,467
60.3,467
60.4,468
60.5,469
60.6,469
60.7,470
60.8,471
60.9,471
61,472
61.1,472
61.2,473
61.3,473
61.4,474
61.5,474
61.6,475
61.7,476
61.8,476
61.9,477
62,478
62.1,479
62.2,479
62.3,480
62.4,481
62.5,481
62.6,482
62.7,483
62.8,483
62.9,483
63,484
63.1,484
63.2,484
63.3,484
63.4,483
63.5,483
63.6,483
63.7,482
63.8,481
63.9,480
64,480
64.1,479
64.2,478
64.3,478
64.4,477
64.5,477
64.6,477
64.7,476
64.8,476
64.9,476
65,476
65.1,477
65.2,477
65.3,477
65.4,478
65.5,479
65.6,479
65.7,479
65.8,480
65.9,480
66,481
66.1,481
66.2,481
66.3,481
66.4,481
66.5,481
66.6,481
66.7,481
66.8,481
66.9,481
67,480
67.1,480
67.2,480
67.3,479
67.4,479
67.5,479
67.6,478
67.7,478
67.8,478
67.9,477
68,477
68.1,477
68.2,476
68.3,476
68.4,475
68.5,475
68.6,475
68.7,475
68.8,475
68.9,474
69,474
69.1,474
69.2,474
69.3,473
69.4,473
69.5,473
69.6,473
69.7,474
69.8,474
69.9,474
70,475
70.1,475
70.2,476
70.3,477
70.4,479
70.5,480
70.6,481
70.7,482
70.8,483
70.9,484
71,485
71.1,486
71.2,487
71.3,488
71.4,488
71.5,488
71.6,488
71.7,488
71.8,487
71.9,487
72,486
72.1,485
72.2,485
72.3,484
72.4,483
72.5,483
72.6,482
72.7,481
72.8,480
72.9,479
73,479
73.1,478
73.2,477
73.3,477
73.4,477
73.5,476
73.6,476
73.7,475
73.8,474
73.9,474
74,473
74.1,472
74.2,471
74.3,469
74.4,467
74.5,465
74.6,463
74.7,461
74.8,459
74.9,456
75,453
75.1,450
75.2,447
75.3,443
75.4,439
75.5,435
75.6,431
75.7,426
75.8,422
75.9,418
76,413
76.1,407
76.2,402
76.3,397
76.4,392
76.5,386
76.6,380
76.7,374
76.8,368
76.9,361
77,355
77.1,349
77.2,343
77.3,337
77.4,331
77.5,325
77.6,320
77.7,314
77.8,308
77.9,302
78,297
78.1,291
78.2,285
78.3,280
78.4,275
78.5,271
78.6,266
78.7,261
78.8,257
78.9,254
79,251
79.1,248
79.2,245
79.3,242
79.4,239
79.5,238
79.6,236
79.7,234
79.8,232
79.9,231
80,230
80.1,229
80.2,228
80.3,227
