Length,HU
0.1,171
0.2,167
0.3,163
0.4,159
0.5,157
0.6,155
0.7,153
0.8,151
0.9,151
1,154
1.1,156
1.2,159
1.3,162
1.4,164
1.5,167
1.6,172
1.7,179
1.8,186
1.9,192
2,199
2.1,206
2.2,209
2.3,209
2.4,209
2.5,208
2.6,207
2.7,203
2.8,198
2.9,195
3,193
3.1,193
3.2,194
3.3,196
3.4,199
3.5,203
3.6,208
3.7,213
3.8,220
3.9,226
4,230
4.1,233
4.2,236
4.3,238
4.4,239
4.5,237
4.6,234
4.7,230
4.8,227
4.9,224
5,221
5.1,218
5.2,215
5.3,212
5.4,209
5.5,207
5.6,205
5.7,204
5.8,204
5.9,203
6,202
6.1,202
6.2,202
6.3,203
6.4,205
6.5,206
6.6,208
6.7,210
6.8,212
6.9,215
7,215
7.1,215
7.2,214
7.3,211
7.4,212
7.5,213
7.6,215
7.7,216
7.8,217
7.9,220
8,224
8.1,227
8.2,230
8.3,232
8.4,232
8.5,233
8.6,233
8.7,233
8.8,233
8.9,234
9,233
9.1,232
9.2,228
9.3,225
9.4,222
9.5,219
9.6,216
9.7,214
9.8,214
9.9,215
10,217
10.1,218
10.2,221
10.3,221
10.4,220
10.5,220
10.6,220
10.7,220
10.8,219
10.9,215
11,212
11.1,210
11.2,210
11.3,210
11.4,210
11.5,212
11.6,213
11.7,214
11.8,214
11.9,214
12,215
12.1,216
12.2,218
12.3,219
12.4,222
12.5,225
12.6,227
12.7,229
12.8,231
12.9,235
13,240
13.1,244
13.2,245
13.3,244
13.4,242
13.5,239
13.6,235
13.7,229
13.8,221
13.9,212
14,202
14.1,193
14.2,186
14.3,181
14.4,179
14.5,177
14.6,177
14.7,177
14.8,178
14.9,177
15,177
15.1,176
15.2,175
15.3,173
15.4,172
15.5,168
15.6,164
15.7,161
15.8,158
15.9,155
16,153
16.1,149
16.2,146
16.3,144
16.4,143
16.5,142
16.6,141
16.7,138
16.8,135
16.9,130
17,125
17.1,119
17.2,114
17.3,111
17.4,107
17.5,107
17.6,106
17.7,106
17.8,106
17.9,106
18,104
18.1,102
18.2,100
18.3,96
18.4,94
18.5,92
18.6,91
18.7,89
18.8,87
18.9,87
19,87
19.1,88
19.2,88
19.3,87
19.4,86
19.5,84
19.6,82
19.7,80
19.8,78
19.9,76
20,73
20.1,76
20.2,78
20.3,81
20.4,84
20.5,87
20.6,91
20.7,94
20.8,95
20.9,97
21,98
21.1,99
21.2,99
21.3,97
21.4,95
21.5,91
21.6,87
21.7,82
21.8,76
21.9,73
22,69
22.1,66
22.2,63
22.3,61
22.4,60
22.5,60
22.6,59
22.7,59
22.8,59
22.9,59
23,58
23.1,58
23.2,59
23.3,61
23.4,63
23.5,67
23.6,69
23.7,72
23.8,75
23.9,79
24,83
24.1,88
24.2,90
24.3,94
24.4,97
24.5,98
24.6,100
24.7,98
24.8,95
24.9,91
25,88
25.1,85
25.2,82
25.3,75
25.4,68
25.5,63
25.6,58
25.7,55
25.8,52
25.9,54
26,55
26.1,57
26.2,55
26.3,52
26.4,50
26.5,47
26.6,45
26.7,42
26.8,39
26.9,36
27,34
27.1,33
27.2,34
27.3,35
27.4,37
27.5,40
27.6,46
27.7,52
27.8,59
27.9,65
28,70
28.1,75
28.2,79
28.3,83
28.4,86
28.5,90
28.6,93
28.7,96
28.8,94
28.9,92
29,91
29.1,91
29.2,92
29.3,93
29.4,92
29.5,92
29.6,92
29.7,90
29.8,88
29.9,86
30,84
30.1,84
30.2,84
30.3,86
30.4,89
30.5,90
30.6,90
30.7,91
30.8,92
30.9,94
31,96
31.1,96
31.2,96
31.3,96
31.4,94
31.5,90
31.6,87
31.7,83
31.8,80
31.9,78
32,77
32.1,77
32.2,76
32.3,74
32.4,72
32.5,71
32.6,69
32.7,67
32.8,64
32.9,62
33,59
33.1,57
33.2,57
33.3,58
33.4,61
33.5,65
33.6,70
33.7,74
33.8,80
33.9,85
34,87
34.1,89
34.2,91
34.3,94
34.4,97
34.5,99
34.6,101
34.7,102
34.8,104
34.9,106
35,109
35.1,111
35.2,111
35.3,112
35.4,111
35.5,111
35.6,110
35.7,116
35.8,122
35.9,127
36,131
36.1,133
36.2,135
36.3,136
36.4,136
36.5,136
36.6,134
36.7,133
