Length,HU
0.1,226
0.2,224
0.3,222
0.4,220
0.5,217
0.6,213
0.7,210
0.8,207
0.9,205
1,204
1.1,202
1.2,201
1.3,200
1.4,199
1.5,198
1.6,199
1.7,203
1.8,207
1.9,211
2,215
2.1,220
2.2,224
2.3,227
2.4,229
2.5,232
2.6,234
2.7,235
2.8,236
2.9,237
3,240
3.1,242
3.2,245
3.3,249
3.4,253
3.5,257
3.6,261
3.7,266
3.8,271
3.9,277
4,281
4.1,284
4.2,287
4.3,289
4.4,289
4.5,286
4.6,281
4.7,276
4.8,271
4.9,266
5,260
5.1,255
5.2,250
5.3,250
5.4,250
5.5,251
5.6,253
5.7,256
5.8,259
5.9,262
6,265
6.1,268
6.2,271
6.3,274
6.4,276
6.5,278
6.6,279
6.7,280
6.8,280
6.9,279
7,276
7.1,271
7.2,266
7.3,260
7.4,258
7.5,258
7.6,258
7.7,258
7.8,258
7.9,260
8,263
8.1,265
8.2,268
8.3,270
8.4,272
8.5,273
8.6,272
8.7,271
8.8,270
8.9,268
9,267
9.1,265
9.2,262
9.3,259
9.4,256
9.5,253
9.6,250
9.7,249
9.8,249
9.9,250
10,250
10.1,251
10.2,252
10.3,251
10.4,249
10.5,248
10.6,248
10.7,247
10.8,246
10.9,243
11,240
11.1,238
11.2,236
11.3,234
11.4,234
11.5,236
11.6,238
11.7,240
11.8,241
11.9,243
12,244
12.1,246
12.2,248
12.3,248
12.4,250
12.5,251
12.6,251
12.7,251
12.8,252
12.9,253
13,254
13.1,257
13.2,258
13.3,258
13.4,258
13.5,257
13.6,255
13.7,251
13.8,245
13.9,237
14,228
14.1,219
14.2,210
14.3,204
14.4,201
14.5,200
14.6,199
14.7,198
14.8,199
14.9,199
15,199
15.1,199
15.2,199
15.3,199
15.4,198
15.5,196
15.6,193
15.7,191
15.8,188
15.9,185
16,182
16.1,178
16.2,174
16.3,170
16.4,166
16.5,162
16.6,158
16.7,152
16.8,145
16.9,138
17,130
17.1,122
17.2,116
17.3,113
17.4,111
17.5,111
17.6,112
17.7,112
17.8,114
17.9,115
18,116
18.1,116
18.2,117
18.3,116
18.4,114
18.5,113
18.6,111
18.7,110
18.8,110
18.9,110
19,111
19.1,112
19.2,112
19.3,112
19.4,111
19.5,110
19.6,109
19.7,109
19.8,109
19.9,109
20,110
20.1,112
20.2,112
20.3,113
20.4,114
20.5,115
20.6,115
20.7,112
20.8,109
20.9,105
21,102
21.1,98
21.2,95
21.3,93
21.4,90
21.5,87
21.6,83
21.7,79
21.8,76
21.9,77
22,77
22.1,76
22.2,76
22.3,75
22.4,75
22.5,74
22.6,74
22.7,76
22.8,77
22.9,79
23,79
23.1,79
23.2,80
23.3,80
23.4,81
23.5,82
23.6,84
23.7,86
23.8,88
23.9,90
24,92
24.1,94
24.2,95
24.3,98
24.4,99
24.5,100
24.6,100
24.7,98
24.8,95
24.9,91
25,88
25.1,84
25.2,80
25.3,74
25.4,68
25.5,63
25.6,59
25.7,55
25.8,52
25.9,54
26,58
26.1,63
26.2,66
26.3,69
26.4,71
26.5,69
26.6,67
26.7,64
26.8,61
26.9,58
27,55
27.1,54
27.2,55
27.3,55
27.4,56
27.5,58
27.6,61
27.7,64
27.8,67
27.9,71
28,74
28.1,76
28.2,80
28.3,82
28.4,84
28.5,85
28.6,85
28.7,84
28.8,82
28.9,80
29,79
29.1,79
29.2,79
29.3,78
29.4,76
29.5,74
29.6,72
29.7,69
29.8,67
29.9,65
30,64
30.1,64
30.2,65
30.3,65
30.4,67
30.5,69
30.6,70
30.7,72
30.8,74
30.9,77
31,79
31.1,81
31.2,83
31.3,85
31.4,86
31.5,86
31.6,86
31.7,85
31.8,84
31.9,84
32,84
32.1,84
32.2,84
32.3,82
32.4,80
32.5,78
32.6,77
32.7,76
32.8,75
32.9,74
33,74
33.1,74
33.2,76
33.3,77
33.4,80
33.5,82
33.6,84
33.7,86
33.8,88
33.9,90
34,92
34.1,93
34.2,96
34.3,98
34.4,101
34.5,105
34.6,108
34.7,111
34.8,114
34.9,118
35,123
35.1,124
35.2,125
35.3,125
35.4,125
35.5,125
35.6,124
35.7,125
35.8,127
35.9,127
36,127
36.1,126
36.2,126
36.3,127
36.4,127
36.5,127
36.6,126
36.7,124
36.8,125
36.9,128
37,131
37.1,135
37.2,139
37.3,144
37.4,149
37.5,154
37.6,160
37.7,165
37.8,170
37.9,176
38,177
38.1,178
38.2,179
38.3,180
38.4,182
38.5,183
38.6,179
38.7,175
38.8,170
38.9,166
39,161
39.1,158
39.2,156
39.3,156
39.4,155
39.5,155
39.6,155
39.7,156
39.8,158
39.9,160
40,162
40.1,162
40.2,161
40.3,158
40.4,156
40.5,154
40.6,152
40.7,151
40.8,150
40.9,155
41,163
41.1,170
41.2,176
41.3,183
41.4,189
41.5,193
41.6,197
41.7,201
41.8,205
41.9,209
42,210
42.1,208
42.2,206
42.3,204
42.4,202
42.5,200
42.6,197
42.7,193
42.8,189
42.9,186
43,184
43.1,182
43.2,185
43.3,189
43.4,192
43.5,196
43.6,198
43.7,200
43.8,201
43.9,202
44,203
44.1,205
44.2,207
44.3,208
44.4,208
44.5,210
44.6,212
44.7,214
44.8,217
44.9,221
45,224
45.1,228
45.2,231
45.3,233
45.4,233
45.5,231
45.6,228
45.7,226
45.8,223
45.9,221
46,219
46.1,215
46.2,209
46.3,202
46.4,194
46.5,187
46.6,180
46.7,177
46.8,174
