pat,thick,add,phase,best,rec,d1,min1,max1,d2,min2,max2,d3,min3,max3,d4,min4,max4,comment
07,0,3,6,1,FBP,0.475400641,102,425,1.3993137255,79,461,1.225,68,415,1.1935846561,-837,234,
07,0,5,5,1,FBP,0.7487980769,108,406,1.5110197368,99,432,1.1511111111,91,399,0.9915598291,-782,203,
07,0,7,4,1,FBP,0.905,132,394,1.5355889724,97,429,1.0463768116,109,396,1.003379065,-749,186,
07,5,0,7,1,FBP,0.6448275862,105,595,0.9822344322,91,440,2.5507211538,13,430,1.1766896552,-754,56,
07,5,1,7,1,FBP,0.6050854037,125,480,0.6883333333,126,380,2.6825892857,78,460,1.0527725564,-743,98,
07,5,2,6,1,FBP,0.6728739003,96,464,1.3571428571,93,367,2.1017361111,100,391,1.1136330409,-781,130,
07,5,3,6,1,FBP,0.5990740741,123,417,3.2770833333,85,515,1.9722222222,112,436,1.0979734577,-765,146,
07,5,5,5,1,FBP,0.8042735043,128,402,3.2725,97,462,2.525,113,425,1.1289285714,-759,143,
07,5,7,4,1,FBP,2.2166666667,69,400,2.4821428571,98,438,2.72,120,418,1.1411764706,-755,135,
07,8,0,7,1,FBP,2.6341176471,27,535,2.9518382353,136,593,1.9539285714,46,352,1.5833333333,-749,140,
07,8,1,7,1,FBP,2.9535714286,10,448,2.837012987,92,513,1.8344155844,68,377,1.3692307692,-821,112,
07,8,2,6,1,FBP,1.8584541063,50,519,3.7714285714,68,482,1.6125,81,339,1.3170634921,-827,115,
07,8,3,6,1,FBP,2.0135416667,65,396,2.6625,68,488,1.665625,89,370,1.334887218,-810,134,
07,8,5,5,1,FBP,2.60625,68,457,2.5633928571,85,452,2.3958333333,108,366,1.4041193182,-810,132,
07,8,7,4,1,FBP,2.56,71,435,2.14,89,429,2.2933333333,111,341,1.3747485632,-800,131,
09,0,0,9,1,AIDR,2.8583333333,59,326,1.6211363636,45,492,1.0869047619,-2,181,3.0354166667,-803,6,d3 copied from 00A (was d1 there)
09,0,1,9,1,AIDR,2.0333333333,72,292,1.4348214286,61,484,1.5955357143,-61,102,1.7349702381,-830,-53,d3 copied from 00A (was d1 there)
09,0,2,8,1,AIDR,1.9114285714,87,323,1.5717171717,89,442,2.6266666667,-77,88,1.966078629,-829,-74,d3 copied from 00A (was d1 there)
09,0,3,8,1,AIDR,1.8241666667,92,293,1.5658333333,95,493,2.3738636364,-824,81,2.3738636364,-824,81,d3 copied from 00A (was d1 there)
09,0,5,7,1,AIDR,2.0113095238,91,336,2.051875,96,533,2.2978618421,-831,75,2.2978618421,-831,75,d3 copied from 00A (was d1 there)
09,0,7,6,1,AIDR,1.8060714286,86,385,1.7888888889,91,469,2.039943609,-831,80,2.039943609,-831,80,d3 copied from 00A (was d1 there)
09,5,0,9,1,AIDR,2.72,101,301,1.3821428571,82,428,1.4305555556,-11,167,2.7905882353,-806,-2,d3 copied from 00A (was d1 there)
09,5,1,9,1,AIDR,1.6952380952,104,282,3.12,87,537,1.7625,-34,104,1.4447712418,-818,-26,d3 copied from 00A (was d1 there)
09,5,2,8,1,AIDR,1.7514285714,116,310,3.465625,104,507,2.4797222222,-809,134,2.4797222222,-809,134,d3 copied from 00A (was d1 there)
09,5,3,8,1,AIDR,1.77,119,282,2.8708333333,105,552,3.7766304348,-813,158,3.7766304348,-813,158,d3 copied from 00A (was d1 there)
09,5,5,7,1,AIDR,1.6083333333,116,322,3.258125,97,556,3.0138888889,-818,152,3.0138888889,-818,152,d3 copied from 00A (was d1 there)
09,5,7,6,1,AIDR,1.7239583333,90,369,3.0979166667,90,524,2.2785714286,-821,140,2.2785714286,-821,140,d3 copied from 00A (was d1 there)
09,8,0,9,1,AIDR,3.20625,106,305,3.7212121212,87,505,1.45,-19,153,2.8164943609,-803,-12,d3 copied from 00A (was d1 there)
09,8,1,9,1,AIDR,2.7333333333,93,282,4.255,91,526,1.61875,-36,105,1.6468487395,-813,105,d3 copied from 00A (was d1 there)
09,8,2,8,1,AIDR,2.6583333333,106,304,5.028125,106,539,2.5666666667,-807,136,2.5666666667,-807,136,d3 copied from 00A (was d1 there)
09,8,3,8,1,AIDR,2.70625,107,276,4.6555555556,107,570,2.7486363636,-812,126,2.7486363636,-812,126,d3 copied from 00A (was d1 there)
09,8,5,7,1,AIDR,2.32,98,312,4.2472222222,98,548,3.0901960784,-814,154,3.0901960784,-814,154,d3 copied from 00A (was d1 there)
09,8,7,6,1,AIDR,2.0958333333,92,358,4.503125,92,527,2.3488888889,-816,141,2.3488888889,-816,141,d3 copied from 00A (was d1 there)
09,0,0,9,1,FBP,0.6771853147,51,276,3.2502508961,-81,498,0.4183462532,-38,225,0.5844827586,-525,15,d3 copied from 00A (was d1 there)
09,0,1,9,1,FBP,1.5369047619,53,283,1.7240890688,45,519,1.2185897436,-52,134,2.2024193548,-868,-58,d3 copied from 00A (was d1 there)
09,0,2,8,1,FBP,1.371372549,56,284,1.908459596,31,484,1.1158730159,-49,115,2.0268292683,-847,-54,d3 copied from 00A (was d1 there)
09,0,3,8,1,FBP,1.1758974359,58,272,1.9919642857,57,544,1.0397727273,-43,103,2.0692307692,-835,-79,d3 copied from 00A (was d1 there)
09,0,5,7,1,FBP,1.99,88,368,1.969701087,67,512,0.8942307692,-43,93,2.0775,-837,-70,d3 copied from 00A (was d1 there)
09,0,7,6,1,FBP,1.8947916667,79,424,2.0607655502,79,495,1.9651764706,-835,93,1.8592682927,-835,-43,d3 copied from 00A (was d1 there)
09,5,0,9,1,FBP,3.2949494949,108,320,1.9156084656,59,444,1.4709090909,-23,187,2.6605952381,-826,-72,d3 copied from 00A (was d1 there)
09,5,1,9,1,FBP,2.5533333333,99,315,1.4957013575,72,459,2.0972222222,-50,108,1.4077777778,-832,-23,d3 copied from 00A (was d1 there)
09,5,2,8,1,FBP,2.1833333333,104,343,1.8569230769,91,431,2.3204545455,-818,136,2.3204545455,-818,136,d3 copied from 00A (was d1 there)
09,5,3,8,1,FBP,2.1875,109,309,1.9089285714,105,483,2.3328125,-819,72,2.3328125,-819,72,d3 copied from 00A (was d1 there)
09,5,5,7,1,FBP,1.7214285714,119,348,3.1807692308,81,574,3.6202380952,-825,161,3.6202380952,-825,161,d3 copied from 00A (was d1 there)
09,5,7,6,1,FBP,1.6677083333,116,401,2.5127272727,86,535,1.3,-43,89,1.8215079365,-828,-30,d3 copied from 00A (was d1 there)
09,8,0,9,1,FBP,3.4510416667,120,321,3.9,58,530,1.45,-33,159,2.7071428571,-815,-95,d3 copied from 00A (was d1 there)
09,8,1,9,1,FBP,2.8381944444,110,315,2.9909090909,69,515,1.615,-48,110,1.4669871795,-823,-34,d3 copied from 00A (was d1 there)
09,8,2,8,1,FBP,1.9083333333,145,332,3.865625,82,485,2.3380681818,-816,134,2.3380681818,-816,134,d3 copied from 00A (was d1 there)
09,8,3,8,1,FBP,1.7708333333,151,300,3.0835714286,94,524,3.6041666667,-820,144,3.6041666667,-820,144,d3 copied from 00A (was d1 there)
09,8,5,7,1,FBP,1.79,143,335,4.7,103,563,3.5333333333,-822,160,3.5333333333,-822,160,d3 copied from 00A (was d1 there)
09,8,7,6,1,FBP,2.0365079365,106,385,4.1839285714,97,526,1.4958333333,-40,90,1.8793560606,-823,-35,d3 copied from 00A (was d1 there)
10,0,0,8,1,AIDR,2.1065934066,46,549,1.78125,93,348,4.6555555556,-57,401,1.5850998464,-812,87,
10,0,1,8,1,AIDR,2.1904761905,75,498,3.9125,110,457,3.60625,45,411,1.4401923077,-740,42,
10,0,2,7,1,AIDR,2.2599431818,63,542,3.02,91,407,1.6875,132,364,2.0679166667,-692,41,
10,0,3,7,1,AIDR,1.925625,69,456,2.7625,91,446,1.6083333333,126,341,1.9394230769,-669,63,
10,0,5,6,1,AIDR,1.8090277778,62,432,3.0875,64,398,3.84,55,315,2.0221507353,-646,77,
10,0,7,5,1,AIDR,2.0770833333,63,413,3.28125,63,385,2.5125,100,315,1.9441176471,-676,93,
10,5,0,8,1,AIDR,2.5571428571,75,519,2.1416666667,96,354,5.1520833333,2,387,1.7945909091,-759,70,
10,5,1,8,1,AIDR,2.35375,80,446,3.5541666667,123,441,6.5160714286,35,402,1.8210526316,-709,51,
10,5,2,7,1,AIDR,2.5632142857,67,506,2.4625,105,380,4.7571428571,65,357,2.3549450549,-693,43,
10,5,3,7,1,AIDR,2.3145833333,72,430,2.5342857143,106,422,3.46,66,382,2.2574358974,-682,60,
10,5,5,6,1,AIDR,2.2,65,417,3.3321428571,65,383,4.52,72,318,2.3764880952,-666,81,
10,5,7,5,1,AIDR,2.3766666667,66,402,2.9729166667,76,369,3.85625,72,313,2.1587053571,-684,51,
10,8,0,8,1,AIDR,2.95,87,498,2.36875,96,351,5.1979166667,27,366,2.2043650794,-728,58,
10,8,1,8,1,AIDR,2.6791666667,90,420,3.4708333333,119,445,6.4458333333,58,385,2.3709821429,-698,56,
10,8,2,7,1,AIDR,2.8819444444,70,483,2.43625,106,381,5.255,69,367,2.7442307692,-690,42,
10,8,3,7,1,AIDR,2.778125,68,413,3.5083333333,68,414,5.5541666667,70,372,2.6753787879,-681,53,
10,8,5,6,1,AIDR,2.6171428571,59,406,3.5083333333,59,373,5.575,76,354,2.9272727273,-672,90,
10,8,7,5,1,AIDR,2.7841666667,61,398,3.0533333333,61,357,5.1,77,339,2.8293269231,-688,89,
10,0,0,8,1,FBP,1.0588800905,93,646,3.1210597826,77,508,3.4686309524,5,556,2.4053817272,-920,264,
10,0,2,7,1,FBP,2.1942434211,30,509,5.4227272727,-7,453,7.536791498,110,441,2.8886904762,-762,145,
10,0,3,7,1,FBP,1.9530092593,27,465,6.3049689441,30,494,0.6493969298,112,401,2.7233333333,-740,132,
10,0,5,6,1,FBP,1.6666666667,75,527,6.7956140351,-1,415,2.5818181818,60,400,2.365,-686,78,
10,0,7,5,1,FBP,1.5955882353,110,514,5.9084033613,4,406,2.5802083333,45,351,1.8944327731,-684,83,
10,5,0,8,1,FBP,3.8825892857,66,588,2.9722222222,76,416,7.24,45,378,1.859775641,-886,135,
10,5,2,7,1,FBP,3.2983333333,61,521,10.02,51,395,1.1591666667,122,360,2.2564102564,-717,75,
10,5,3,7,1,FBP,2.130952381,74,418,2.9933333333,79,451,1.6875,112,341,2.2319047619,-688,88,
10,5,5,6,1,FBP,1.6277310924,87,417,5.1995192308,67,400,2.3166666667,119,348,2.2407239819,-666,74,
10,5,7,5,1,FBP,2.2517857143,43,411,3.3625,59,386,3.0941666667,103,340,2.0169172932,-675,65,
10,8,0,8,1,FBP,3.8272569444,87,530,2.6152777778,76,370,4.2357142857,99,415,2.3840843023,-814,90,
10,8,2,7,1,FBP,3.61,71,489,8.8523809524,51,373,10.5368421053,69,369,2.6321428571,-702,69,
10,8,3,7,1,FBP,0.7913377193,43,304,4.8066666667,72,407,7.7833333333,77,354,2.7348717949,-694,84,
10,8,5,6,1,FBP,1.4534090909,27,378,5.17625,78,363,4.50125,112,319,2.6,-672,58,
10,8,7,5,1,FBP,2.2925,37,375,2.9825,71,354,4.16,105,305,2.5692307692,-680,58,
11,0,0,10,1,AIDR,0.99375,51,286,1.8845238095,40,495,1.005952381,102,428,1.5283333333,-692,42,
11,0,1,10,1,AIDR,0.93125,59,237,1.7389423077,41,503,1.4420833333,77,443,1.632748538,-689,57,
11,0,2,9,1,AIDR,1.1011363636,54,282,1.5920454545,65,441,1.2947916667,81,378,1.8799632353,-690,63,
11,0,3,9,1,AIDR,1.3494047619,68,273,1.5881944444,64,471,1.4229166667,76,402,1.8184065934,-688,78,
11,0,5,8,1,AIDR,1.5666666667,72,298,1.6282828283,73,482,1.27375,80,409,1.7265,-691,70,
11,0,7,7,1,AIDR,1.2944444444,71,340,1.6,75,464,1.2479166667,81,400,1.6929310345,-695,75,
11,5,0,10,1,AIDR,1.087202381,67,308,2.0033653846,36,474,1.3349431818,86,397,1.9508241758,-648,82,
11,5,1,10,1,AIDR,1.1166666667,70,248,1.7209134615,45,494,1.4465277778,87,430,1.870625,-735,71,
11,5,2,9,1,AIDR,1.0961805556,68,283,1.7090909091,49,450,1.3636111111,86,379,1.94,-737,78,
11,5,3,9,1,AIDR,1.2553571429,74,269,1.6579166667,59,470,1.4141414141,82,411,1.8989705882,-736,85,
11,5,5,8,1,AIDR,1.5083333333,70,291,1.704040404,67,477,1.5048295455,65,406,1.8470170455,-739,76,
11,5,7,7,1,AIDR,1.3125,74,334,1.7066666667,64,460,1.4372159091,74,393,1.7275,-685,78,
11,8,0,10,1,AIDR,1.25,66,292,1.9886904762,41,467,1.79,70,398,1.9319444444,-651,81,
11,8,1,10,1,AIDR,1.2666666667,71,247,1.8177083333,48,487,1.7478571429,79,429,1.8208333333,-661,71,
11,8,2,9,1,AIDR,1.2270833333,71,277,1.7566666667,48,444,1.5920634921,91,374,1.9226973684,-731,76,
11,8,3,9,1,AIDR,1.35,77,260,1.7697916667,57,470,1.6847222222,86,405,1.8694746377,-733,82,
11,8,5,8,1,AIDR,1.6333333333,74,286,1.765625,66,469,1.6653571429,86,399,1.8830039526,-736,76,
11,8,7,7,1,AIDR,1.41875,78,327,1.72625,69,455,1.7680555556,79,386,1.8181818182,-740,76,
13,0,0,5,1,AIDR,2.3340909091,131,523,1.2864583333,47,350,2.253968254,41,345,0.9934970015,-829,92,
13,0,1,5,1,AIDR,2.5971428571,140,552,1.5208333333,101,266,2.1513888889,87,337,1.1993524775,-763,68,
13,0,2,4,1,AIDR,2.1171717172,94,527,4.49,86,353,2.3839285714,84,310,1.3803379416,-744,72,
13,0,3,4,1,AIDR,1.8945454545,83,535,2.1803571429,93,435,1.6708333333,106,339,1.3609482759,-743,75,
13,0,5,3,1,AIDR,1.8908333333,93,524,3.6225,95,417,2.035,96,336,1.5330357143,-764,73,
13,0,7,2,1,AIDR,2.2587301587,81,516,3.7325,103,420,3.6733333333,56,321,1.546012931,-771,79,
13,5,0,5,1,AIDR,2.3296428571,93,478,1.2279220779,84,333,1.675,42,298,1.1354876616,-782,76,
13,5,1,5,1,AIDR,2.4107142857,113,505,1.2333333333,120,252,2.5883333333,96,326,1.3699820789,-752,74,
13,5,2,4,1,AIDR,1.98125,93,523,4.7354166667,100,353,3.2875,83,308,1.452887931,-755,66,
13,5,3,4,1,AIDR,1.7706818182,86,535,2.35,102,406,3.7133333333,70,342,1.455026455,-756,72,
13,5,5,3,1,AIDR,1.7954545455,88,537,3.7166666667,103,403,2.95625,98,329,1.6564814815,-765,69,
13,5,7,2,1,AIDR,1.9457386364,83,520,4.1145833333,108,399,4.0375,54,324,1.6397058824,-770,68,
13,8,0,5,1,AIDR,2.2659722222,101,479,1.2480519481,92,336,1.3125,52,292,1.446969697,-778,66,
13,8,1,5,1,AIDR,2.2472222222,112,510,1.1458333333,122,252,3.30625,41,334,1.671875,-758,69,
13,8,2,4,1,AIDR,1.9677777778,97,533,5.1375,100,362,3.9708333333,46,305,1.6858552632,-757,61,
13,8,3,4,1,AIDR,1.71,89,539,2.9125,90,406,4.2625,66,336,1.6535635965,-754,63,
13,8,5,3,1,AIDR,1.7376893939,86,545,3.9270833333,106,403,3.6958333333,63,324,1.8336352657,-766,57,
13,8,7,2,1,AIDR,1.8474747475,85,524,4.275,111,393,4.3916666667,55,321,1.8431763285,-772,57,
14,0,0,7,1,AIDR,2.3,84,264,1.58125,129,419,3.0925,-32,362,1.285719697,-737,40,
14,0,1,7,1,AIDR,1.9166666667,87,245,1.35375,151,476,3.7533333333,27,419,1.2150669643,-719,44,
14,0,2,6,1,AIDR,1.7166666667,98,282,2.43125,59,405,3.8875,12,354,1.24453125,-712,31,
14,0,3,6,1,AIDR,1.4083333333,62,230,2.0347222222,94,417,3.2,23,387,1.2584077381,-721,37,
14,0,5,5,1,AIDR,1.2011904762,92,270,2.8277777778,56,412,3.1482142857,31,389,1.2975454545,-739,31,
14,0,7,4,1,AIDR,2.6642857143,102,346,2.4333333333,73,397,3.68,42,386,1.3203703704,-735,38,
14,5,0,7,1,AIDR,1.903125,78,265,1.2756944444,112,421,3.4925,-6,389,1.4598636364,-718,47,
14,5,1,7,1,AIDR,2.2,44,244,1.734375,90,463,3.6285714286,33,435,1.3847272727,-712,40,
14,5,2,6,1,AIDR,2.16875,48,303,1.9114583333,83,386,3.9791666667,26,381,1.3894090909,-704,35,
14,5,3,6,1,AIDR,1.8916666667,51,249,2.1202380952,91,405,3.5416666667,35,397,1.3774090909,-703,40,
14,5,5,5,1,AIDR,1.5302083333,62,291,2.5232142857,62,388,3.5333333333,42,406,1.4355519481,-719,38,
14,5,7,4,1,AIDR,1.7571428571,77,338,2.28125,77,379,3.775,47,395,1.4857142857,-725,43,
14,8,0,7,1,AIDR,1.325,90,270,1.2527777778,110,418,3.7303571429,-2,398,1.5976190476,-723,32,
14,8,1,7,1,AIDR,1.98,51,239,2.0236111111,51,454,3.790625,30,441,1.5652056277,-715,42,
14,8,2,6,1,AIDR,1.9583333333,55,310,1.9446428571,76,377,4.0633928571,26,385,1.5392316017,-705,36,
14,8,3,6,1,AIDR,1.87875,55,264,2.175,84,402,3.9723214286,34,403,1.5367965368,-704,40,
14,8,5,5,1,AIDR,1.5708333333,64,305,2.175,83,382,3.8257142857,40,408,1.6121428571,-712,40,
14,8,7,4,1,AIDR,1.6,77,335,2.16,88,372,3.9375,44,397,1.685,-714,54,
14,0,0,7,1,FBP,0.9049242424,10,265,1.1736111111,220,408,0.9363768116,-21,334,0.4446201473,-844,-146,
14,0,1,7,1,FBP,1.74375,36,313,0.8235294118,242,586,1.6145833333,-3,296,1.0669444444,-785,58,
14,0,2,6,1,FBP,1.4814236111,10,329,3.8214285714,69,443,4.9814479638009,-41,399,1.5595952381,-755,60,e3 copied from Test_FBP_30
14,0,3,6,1,FBP,1.5541666667,25,311,4.57875,39,476,3.9542857142857,-9,367,1.5592270531,-739,83,e3 copied from Test_FBP_25
14,0,5,5,1,FBP,0.8524242424,73,314,1.0987179487,187,455,3.52125,9,449,1.4815292949,-765,38,
14,0,7,4,1,FBP,1.0553571429,77,325,0.9874125874,176,455,4.38095238095239,8,421,1.4804597701,-754,50,e3 copied from Test_FBP_25
14,5,0,7,1,FBP,0.5660984848,41,214,1.5882051282,84,489,3.2734090909091,-85,377,1.3915750916,-736,93,e3 copied from Test_FBP_25
14,5,1,7,1,FBP,2.0222222222,52,261,1.0616666667,118,504,4.5196172249,-23,439,1.261199095,-703,54,
14,5,2,6,1,FBP,2.2928571429,48,340,1.7994318182,64,386,5.29129464285717,-11,394,1.2773571429,-685,41,e3 copied from Test_FBP_25
14,5,3,6,1,FBP,1.261875,67,264,2.7928571429,84,405,4.78375,8,407,1.3230654762,-691,58,e3 copied from Test_FBP_25
14,5,5,5,1,FBP,0.9833333333,79,303,3.1625,74,411,4.51375,8,427,1.375315568,-711,41,
14,5,7,4,1,FBP,1.0384615385,83,325,2.421875,81,396,4.673125,11,394,1.4227422003,-706,47,
14,8,0,7,1,FBP,1.5733333333,74,276,1.1442434211,80,466,4.0823611111,-78,401,1.3090177134,-729,43,
14,8,1,7,1,FBP,2.18,58,260,0.9423076923,96,468,4.50357142857142,-17,456,1.2809595202,-717,35,e3 copied from Test_FBP_25
14,8,2,6,1,FBP,2.1685714286,48,345,1.9946428571,49,378,4.9222222222,-11,403,1.3047619048,-690,26,
14,8,3,6,1,FBP,1.7077380952,62,281,2.0333333333,75,378,4.85125,8,422,1.3867619048,-690,45,
14,8,5,5,1,FBP,1.36,64,320,2.36,64,392,4.7068181818,14,436,1.4711503623,-699,36,
14,8,7,4,1,FBP,1.17625,76,342,2.295,73,379,4.7746753247,19,404,1.5194616977,-695,37,
15,0,0,10,1,AIDR,0.8996590909,83,478,1.0389880952,96,449,2.1085714286,54,409,0.9349856322,-782,-51,
15,0,1,10,1,AIDR,1.1860576923,65,399,1.8520833333,109,498,4.6080357143,116,453,1.3412778905,-700,107,
15,0,2,9,1,AIDR,1.2185606061,91,405,2.6895833333,114,471,7.7071428571,47,431,1.4737037037,-703,74,
15,0,3,9,1,AIDR,1.364375,97,354,3.3666666667,115,473,9.425,36,426,1.7530555556,-695,48,
15,0,5,8,1,AIDR,1.7327380952,108,353,4.1952380952,111,485,9.22,23,409,2.1969791667,-718,37,
15,0,7,7,1,AIDR,1.6347222222,105,360,3.6375,105,473,2.86,180,400,2.2351648352,-731,39,
15,5,0,10,1,AIDR,0.9877192982,100,448,1.0479166667,101,430,1.8361111111,49,389,1.0416666667,-708,62,
15,5,1,10,1,AIDR,1.1496212121,62,384,1.4291666667,105,485,4.6942857143,98,428,1.3311111111,-688,111,
15,5,2,9,1,AIDR,1.2981818182,85,401,2.3291666667,97,452,7.0333333333,63,411,1.4851851852,-692,76,
15,5,3,9,1,AIDR,1.45,93,351,3.13,93,462,9.2666666667,52,498,1.8031372549,-690,63,
15,5,5,8,1,AIDR,2.0833333333,94,372,3.9375,94,464,0.95625,168,267,2.1927521008,-705,46,
15,5,7,7,1,AIDR,1.9571428571,96,375,3.4708333333,96,454,7.75,164,476,3.1904761905,-717,182,
15,8,0,10,1,AIDR,1.1310897436,90,420,1.3638888889,106,462,1.697979798,49,400,1.1997222222,-709,66,
15,8,1,10,1,AIDR,1.2266666667,72,360,1.471875,114,479,7.153125,84,503,1.4796370968,-682,119,
15,8,2,9,1,AIDR,1.4221590909,87,393,2.3702380952,97,447,8.1666666667,59,483,1.6098717949,-695,83,
15,8,3,9,1,AIDR,1.5015873016,96,343,3.30625,96,461,5.53875,52,261,1.887289916,-690,65,
15,8,5,8,1,AIDR,2.125,94,365,3.8636904762,94,451,0.95000000000001,161,268,2.1642857143,-705,51,e3 copied from Next_10
15,8,7,7,1,AIDR,2.0369047619,96,374,3.5723214286,96,449,6.5791666667,161,466,2.1655769231,-716,46,
15,0,0,10,1,FBP,0.3156695157,33,720,0.2991589994,149,688,4.45046875,53,506,0.5296007877,-748,130,
15,0,1,10,1,FBP,3.0474358974,-9,519,0.4713541667,159,557,2.5014005602,181,473,1.326867378,-736,135,
15,0,2,9,1,FBP,2.6247395833,55,449,0.4167102207,186,525,0.5206060606,207,351,1.0485185185,-751,52,
15,0,3,9,1,FBP,0.3280943627,151,418,2.13149841017488,104,509,1.2010989010989,151,343,2.4830454545,-715,100,e2 copied from Test_FBP_20 and e3 copied from Next_10
15,0,5,8,1,FBP,1.7052173913,121,441,7.41950231481481,53,538,2.33444444444444,175,312,2.1777935606,-708,49,e2 copied from Test_FBP_30 and e3 copied from Next_10
15,0,7,7,1,FBP,1.4569444444,104,446,7.10208333333333,68,497,1.76714285714286,166,293,2.1361538462,-693,41,e2 copied from Test_FBP_20 and e3 copied from Next_10
15,5,0,10,1,FBP,0.9992866005,41,528,0.5109730849,65,524,1.73197916666666,43,442,0.7155860071,-703,28,e3 copied from Next_10
15,5,1,10,1,FBP,1.05,53,425,0.4744556452,101,470,0.959375,102,343,0.8664705882,-693,39,
15,5,2,9,1,FBP,1.1176691729,63,435,0.419701087,199,431,3.47328431372549,133,320,1.1766964286,-703,22,e3 copied from Next_10
15,5,3,9,1,FBP,1.5409090909,76,387,5.76770833333333,84,473,1.67083333333333,173,317,1.5107142857,-690,14,e2 copied from Test_FBP_20 and e3 copied from Next_10
15,5,5,8,1,FBP,1.978125,87,364,4.42430555555556,60,459,0.961904761904762,180,334,2.10625,-703,12,e2 copied from Test_FBP_20 and e3 copied from Next_10
15,5,7,7,1,FBP,2.1279166667,91,380,2.404040404,68,404,1.08541666666667,173,303,2.2125,-717,42,e3 copied from Next_10
15,8,0,10,1,FBP,0.9636160714,63,473,0.5890625,101,467,1.9559027778,67,476,0.8718841642,-677,25,
15,8,1,10,1,FBP,0.8902777778,66,383,0.6932950192,114,462,1.0459375,83,352,0.8961378738,-676,10,
15,8,2,9,1,FBP,1.0711722488,75,413,2.4974358974,79,446,1.32166666666667,152,348,1.3897321429,-698,96,e3 copied from Next_10
15,8,3,9,1,FBP,1.4017857143,75,362,2.3598557692,173,440,1.01009615384616,164,331,1.6239316239,-687,63,e3 copied from Next_10
15,8,5,8,1,FBP,1.9375,81,357,4.4391826923,58,451,0.640079365079366,178,332,2.1089285714,-694,51,e3 copied from Next_10
15,8,7,7,1,FBP,1.81375,95,370,3.8773504274,69,426,0.59791666666667,175,306,2.156302521,-705,37,e3 copied from Next_10
16,0,0,9,1,AIDR,1.0583333333,91,407,3.5761363636,68,460,1.5225,67,550,1.6266968326,-836,60,d3 copied from 00A
16,0,1,9,1,AIDR,1.9354166667,38,305,3.0410416667,60,545,1.7416666667,96,582,1.5334134615,-816,66,d3 copied from 00A
16,0,2,8,1,AIDR,1.66,52,298,2.9460714286,66,481,1.5121212121,83,521,1.5782795699,-811,69,d3 copied from 00A
16,0,3,8,1,AIDR,1.5591666667,65,260,2.2306818182,78,517,1.4556490385,92,557,1.5765625,-816,67,d3 copied from 00A
16,0,5,7,1,AIDR,1.675,68,281,2.2171428571,67,499,1.5087179487,88,545,1.5936342593,-821,65,d3 copied from 00A
16,0,7,6,1,AIDR,1.7883333333,69,307,2.1793650794,70,457,1.588034188,96,500,1.6352375566,-834,69,d3 copied from 00A
16,5,0,9,1,AIDR,1.7416666667,21,373,2.2153409091,66,504,4.1755555556,47,487,1.5292941176,-843,60,d3 copied from 00A
16,5,1,9,1,AIDR,1.3475694444,59,290,2.2625,58,564,4.806547619,48,601,1.4148148148,-827,53,d3 copied from 00A
16,5,2,8,1,AIDR,1.4666666667,64,288,2.1533333333,59,494,4.5785714286,47,551,1.4291855204,-827,57,d3 copied from 00A
16,5,3,8,1,AIDR,1.4657142857,67,255,2.0194805195,67,537,4.685625,57,584,1.5035067873,-828,62,d3 copied from 00A
16,5,5,7,1,AIDR,1.44375,72,278,2.0795454545,68,512,4.68,64,546,1.5337962963,-829,62,d3 copied from 00A
16,5,7,6,1,AIDR,1.5797619048,72,302,2.1055555556,71,467,4.8066666667,67,499,1.6021111111,-836,70,d3 copied from 00A
16,8,0,9,1,AIDR,1.5272727273,42,366,1.9570454545,79,512,4.34,52,458,1.5475625,-836,63,d3 copied from 00A
16,8,1,9,1,AIDR,1.3729166667,69,287,2.046875,66,553,6.0833333333,47,599,1.3791666667,-822,55,d3 copied from 00A
16,8,2,8,1,AIDR,1.4258333333,75,282,1.9675,64,487,5.6291666667,47,542,1.3771052632,-822,56,d3 copied from 00A
16,8,3,8,1,AIDR,1.4485714286,75,248,1.9239583333,68,529,5.4333333333,56,576,1.4414230019,-823,60,d3 copied from 00A
16,8,5,7,1,AIDR,1.4854166667,77,276,1.9963068182,70,505,5.27,62,541,1.4893162393,-822,64,d3 copied from 00A
16,8,7,6,1,AIDR,1.5971428571,75,299,2.0904761905,72,466,5.35625,67,494,1.5526666667,-830,70,d3 copied from 00A
16,0,0,9,1,FBP,0.6212690632,84,495,1.1975,41,330,1.8297213622,58,648,1.58671875,-896,105,d3 copied from 00A
16,0,1,9,1,FBP,0.3052910053,173,320,0.6259615385,36,372,1.5542510121,90,623,1.4364583333,-817,86,d3 copied from 00A
16,0,2,8,1,FBP,1.4562753036,77,303,1.2796052632,47,306,1.3,69,557,1.3682258065,-843,71,d3 copied from 00A
16,0,3,8,1,FBP,1.5099025974,83,274,2.4784722222,58,525,1.23125,68,604,1.4243055556,-841,74,d3 copied from 00A
16,0,5,7,1,FBP,1.86,88,332,2.2233333333,47,483,1.3686868687,57,573,1.4221982759,-844,63,d3 copied from 00A
16,0,7,6,1,FBP,2.8982142857,76,368,2.4869318182,44,441,1.3335416667,75,512,1.3411111111,-849,54,d3 copied from 00A
16,5,0,9,1,FBP,1.7625,2,400,2.1228571429,40,487,1.7458333333,187,510,1.3004545455,-860,54,d3 copied from 00A
16,5,1,9,1,FBP,1.0160606061,84,329,1.6838450292,51,464,2.0166666667,233,532,1.2619190405,-833,56,d3 copied from 00A
