Length,HU
0.1,260
0.2,257
0.3,254
0.4,252
0.5,250
0.6,250
0.7,249
0.8,248
0.9,247
1,248
1.1,250
1.2,252
1.3,254
1.4,257
1.5,257
1.6,256
1.7,254
1.8,251
1.9,248
2,244
2.1,241
2.2,238
2.3,233
2.4,227
2.5,222
2.6,218
2.7,213
2.8,208
2.9,203
3,201
3.1,199
3.2,197
3.3,194
3.4,192
3.5,189
3.6,186
3.7,187
3.8,189
3.9,192
4,195
4.1,198
4.2,200
4.3,202
4.4,204
4.5,207
4.6,210
4.7,213
4.8,216
4.9,218
5,220
5.1,221
5.2,222
5.3,220
5.4,219
5.5,217
5.6,214
5.7,210
5.8,209
5.9,210
6,211
6.1,212
6.2,213
6.3,213
6.4,212
6.5,211
6.6,209
6.7,208
6.8,209
6.9,209
7,210
7.1,211
7.2,212
7.3,213
7.4,216
7.5,219
7.6,222
7.7,224
7.8,226
7.9,228
8,230
8.1,231
8.2,232
8.3,233
8.4,234
8.5,236
8.6,239
8.7,242
8.8,245
8.9,248
9,251
9.1,253
9.2,255
9.3,258
9.4,262
9.5,266
9.6,270
9.7,272
9.8,273
9.9,274
10,274
10.1,273
10.2,272
10.3,271
10.4,270
10.5,268
10.6,267
10.7,268
10.8,272
10.9,276
11,283
11.1,291
11.2,292
11.3,293
11.4,294
11.5,295
11.6,296
11.7,293
11.8,288
11.9,282
12,274
12.1,268
12.2,262
12.3,258
12.4,254
12.5,251
12.6,249
12.7,246
12.8,244
12.9,242
13,241
13.1,239
13.2,238
13.3,235
13.4,228
13.5,218
13.6,208
13.7,198
13.8,188
13.9,178
14,167
14.1,157
14.2,152
14.3,147
14.4,144
14.5,142
14.6,139
14.7,137
14.8,134
14.9,133
15,133
15.1,132
15.2,132
15.3,132
15.4,132
15.5,134
15.6,136
15.7,135
15.8,135
15.9,134
16,130
16.1,126
16.2,121
16.3,114
16.4,107
16.5,100
16.6,94
16.7,88
16.8,82
16.9,78
17,73
17.1,75
17.2,79
17.3,82
17.4,84
17.5,86
17.6,87
17.7,87
17.8,88
17.9,87
18,87
18.1,88
18.2,94
18.3,100
18.4,105
18.5,112
18.6,116
18.7,117
18.8,117
18.9,116
19,116
19.1,115
19.2,112
19.3,109
19.4,103
19.5,98
19.6,94
19.7,90
19.8,86
19.9,82
20,79
20.1,78
20.2,78
20.3,74
20.4,69
20.5,64
20.6,59
20.7,54
20.8,52
20.9,57
21,62
21.1,67
21.2,73
21.3,79
21.4,83
21.5,86
21.6,88
21.7,89
21.8,90
21.9,91
22,92
22.1,92
22.2,93
22.3,94
22.4,92
22.5,89
22.6,87
22.7,85
22.8,83
22.9,81
23,80
23.1,80
23.2,81
23.3,82
23.4,84
23.5,87
23.6,92
23.7,96
23.8,99
23.9,101
24,103
24.1,106
24.2,108
24.3,110
24.4,111
24.5,112
24.6,109
24.7,106
24.8,103
24.9,100
25,97
25.1,95
25.2,92
25.3,90
25.4,89
25.5,88
25.6,89
25.7,92
25.8,95
25.9,98
26,101
26.1,105
26.2,112
26.3,118
26.4,125
26.5,130
26.6,135
26.7,141
26.8,146
26.9,151
27,155
27.1,158
27.2,159
27.3,159
27.4,160
27.5,162
27.6,164
27.7,167
27.8,172
27.9,179
28,186
28.1,195
28.2,204
28.3,218
28.4,235
28.5,251
28.6,267
28.7,282
28.8,296
28.9,306
29,316
29.1,325
29.2,334
29.3,342
29.4,351
29.5,359
29.6,368
29.7,378
29.8,385
29.9,393
30,403
30.1,412
30.2,422
30.3,432
30.4,441
30.5,449
30.6,456
30.7,462
30.8,467
30.9,472
31,476
31.1,478
31.2,481
31.3,483
31.4,485
31.5,487
31.6,489
31.7,492
31.8,494
31.9,497
32,500
32.1,505
32.2,510
32.3,516
32.4,522
32.5,528
32.6,532
32.7,535
32.8,539
32.9,542
33,545
33.1,547
33.2,549
33.3,549
33.4,548
33.5,547
33.6,546
33.7,543
33.8,540
33.9,536
34,532
34.1,527
34.2,526
34.3,527
34.4,528
34.5,527
34.6,526
34.7,524
34.8,523
34.9,522
35,521
35.1,521
35.2,521
35.3,522
35.4,523
35.5,526
35.6,528
35.7,531
35.8,531
35.9,530
36,530
36.1,529
36.2,527
36.3,526
36.4,528
36.5,532
36.6,537
36.7,542
36.8,547
36.9,552
37,556
37.1,561
37.2,566
37.3,570
37.4,571
37.5,570
37.6,568
37.7,566
37.8,563
37.9,560
38,551
38.1,542
38.2,535
38.3,528
38.4,521
38.5,516
38.6,512
38.7,508
38.8,505
38.9,502
39,500
39.1,499
39.2,499
39.3,499
39.4,500
39.5,501
39.6,501
39.7,501
39.8,500
39.9,499
40,498
40.1,498
40.2,501
40.3,505
40.4,509
40.5,514
40.6,519
40.7,523
40.8,525
40.9,527
41,530
41.1,533
41.2,537
41.3,539
41.4,541
41.5,542
41.6,542
41.7,547
41.8,555
41.9,562
42,569
42.1,576
42.2,583
42.3,587
42.4,590
42.5,590
42.6,590
42.7,589
42.8,585
42.9,580
43,573
43.1,565
43.2,558
43.3,552
43.4,547
43.5,543
43.6,538
43.7,534
43.8,530
43.9,530
44,532
44.1,533
44.2,534
44.3,533
44.4,533
44.5,532
44.6,531
44.7,531
44.8,530
44.9,529
45,530
45.1,531
45.2,533
45.3,534
45.4,536
45.5,540
45.6,543
