Length,HU
0.1,159
0.2,159
0.3,159
0.4,160
0.5,160
0.6,160
0.7,159
0.8,159
0.9,160
1,160
1.1,160
1.2,159
1.3,160
1.4,162
1.5,163
1.6,163
1.7,163
1.8,161
1.9,159
2,158
2.1,158
2.2,159
2.3,160
2.4,161
2.5,161
2.6,158
2.7,155
2.8,151
2.9,145
3,138
3.1,136
3.2,138
3.3,142
3.4,145
3.5,149
3.6,153
3.7,158
3.8,164
3.9,170
4,171
4.1,170
4.2,169
4.3,167
4.4,165
4.5,162
4.6,160
4.7,157
4.8,155
4.9,158
5,161
5.1,163
5.2,163
5.3,165
5.4,168
5.5,171
5.6,174
5.7,177
5.8,182
5.9,186
6,189
6.1,192
6.2,191
6.3,186
6.4,181
6.5,175
6.6,170
6.7,164
6.8,158
6.9,153
7,150
7.1,150
7.2,152
7.3,153
7.4,154
7.5,155
7.6,156
7.7,160
7.8,162
7.9,164
8,166
8.1,168
8.2,170
8.3,172
8.4,172
8.5,171
8.6,170
8.7,169
8.8,167
8.9,164
9,158
9.1,153
9.2,148
9.3,143
9.4,136
9.5,131
9.6,128
9.7,125
9.8,122
9.9,118
10,113
10.1,108
10.2,103
10.3,100
10.4,97
10.5,93
10.6,89
10.7,89
10.8,92
10.9,95
11,98
11.1,101
11.2,102
11.3,103
11.4,105
11.5,106
11.6,106
11.7,107
11.8,109
11.9,111
12,115
12.1,116
12.2,118
12.3,119
12.4,120
12.5,119
12.6,117
12.7,113
12.8,107
12.9,101
13,99
13.1,96
13.2,94
13.3,92
13.4,95
13.5,100
13.6,105
13.7,111
13.8,118
13.9,124
14,130
14.1,135
14.2,140
14.3,141
14.4,141
14.5,140
14.6,137
14.7,136
14.8,139
14.9,142
15,145
15.1,148
15.2,152
15.3,157
15.4,163
15.5,169
15.6,177
15.7,187
15.8,198
15.9,209
16,219
16.1,226
16.2,233
16.3,239
16.4,244
16.5,249
16.6,251
16.7,253
16.8,255
16.9,258
17,263
17.1,271
17.2,282
17.3,297
17.4,309
17.5,317
17.6,326
17.7,334
17.8,342
17.9,345
18,348
18.1,352
18.2,356
18.3,363
18.4,372
18.5,380
18.6,387
18.7,394
18.8,403
18.9,411
19,418
19.1,423
19.2,424
19.3,424
19.4,423
19.5,423
19.6,422
19.7,424
19.8,432
19.9,442
20,452
20.1,463
20.2,474
20.3,485
20.4,493
20.5,498
20.6,496
20.7,494
20.8,492
20.9,489
21,487
21.1,489
21.2,490
21.3,491
21.4,491
21.5,489
21.6,485
21.7,479
21.8,472
21.9,465
22,457
22.1,450
22.2,443
22.3,438
22.4,442
22.5,446
22.6,450
22.7,454
22.8,462
22.9,471
23,482
23.1,491
23.2,497
23.3,495
23.4,493
23.5,489
23.6,484
23.7,478
23.8,473
23.9,469
24,465
24.1,463
24.2,466
24.3,472
24.4,478
24.5,483
24.6,489
24.7,492
24.8,494
24.9,495
25,494
25.1,493
25.2,492
25.3,491
25.4,490
25.5,490
25.6,492
25.7,492
25.8,492
25.9,490
26,485
26.1,477
26.2,468
26.3,459
26.4,450
26.5,441
26.6,431
26.7,421
26.8,415
26.9,416
27,417
27.1,419
27.2,420
27.3,426
27.4,432
27.5,437
27.6,443
27.7,450
27.8,457
27.9,466
28,477
28.1,486
28.2,487
28.3,487
28.4,487
28.5,485
28.6,480
28.7,472
28.8,462
28.9,454
29,446
29.1,446
29.2,448
29.3,453
29.4,461
29.5,469
29.6,477
