Length,HU
0.1,173
0.2,167
0.3,161
0.4,164
0.5,167
0.6,171
0.7,175
0.8,179
0.9,180
1,181
1.1,183
1.2,182
1.3,179
1.4,176
1.5,174
1.6,173
1.7,173
1.8,174
1.9,176
2,178
2.1,178
2.2,178
2.3,178
2.4,178
2.5,177
2.6,176
2.7,175
2.8,172
2.9,173
3,177
3.1,181
3.2,186
3.3,191
3.4,196
3.5,202
3.6,208
3.7,214
3.8,214
3.9,213
4,210
4.1,206
4.2,199
4.3,192
4.4,185
4.5,178
4.6,174
4.7,173
4.8,173
4.9,173
5,174
5.1,176
5.2,179
5.3,183
5.4,187
5.5,189
5.6,191
5.7,192
5.8,192
5.9,188
6,184
6.1,180
6.2,176
6.3,172
6.4,168
6.5,165
6.6,162
6.7,161
6.8,162
6.9,162
7,163
7.1,161
7.2,159
7.3,156
7.4,153
7.5,151
7.6,147
7.7,142
7.8,137
7.9,132
8,127
8.1,124
8.2,119
8.3,115
8.4,112
8.5,111
8.6,111
8.7,111
8.8,112
8.9,116
9,119
9.1,123
9.2,128
9.3,132
9.4,137
9.5,142
9.6,148
9.7,153
9.8,157
9.9,161
10,164
10.1,167
10.2,170
10.3,173
10.4,175
10.5,179
10.6,184
10.7,189
10.8,194
10.9,198
11,203
11.1,207
11.2,212
11.3,217
11.4,219
11.5,220
11.6,222
11.7,222
11.8,218
11.9,211
12,205
12.1,199
12.2,195
12.3,194
12.4,194
12.5,195
12.6,196
12.7,196
12.8,197
12.9,197
13,198
13.1,201
13.2,205
13.3,210
13.4,214
13.5,220
13.6,228
13.7,235
13.8,243
13.9,248
14,246
14.1,245
14.2,243
14.3,240
14.4,232
14.5,223
14.6,213
14.7,204
14.8,194
14.9,185
15,176
15.1,166
15.2,157
15.3,150
15.4,143
15.5,135
15.6,128
15.7,123
15.8,119
15.9,115
16,111
16.1,108
16.2,105
16.3,104
16.4,104
16.5,102
16.6,100
16.7,98
16.8,95
16.9,92
17,90
17.1,87
17.2,84
17.3,81
17.4,79
17.5,77
17.6,75
17.7,73
17.8,73
17.9,74
18,77
18.1,80
18.2,81
18.3,82
18.4,82
18.5,83
18.6,83
18.7,82
18.8,81
18.9,79
19,78
19.1,76
19.2,74
19.3,71
19.4,70
19.5,73
19.6,77
19.7,80
19.8,82
19.9,87
20,92
20.1,97
20.2,101
20.3,104
20.4,105
20.5,107
20.6,108
20.7,109
20.8,109
20.9,108
21,107
21.1,105
21.2,106
21.3,106
21.4,105
21.5,104
21.6,99
21.7,94
21.8,89
21.9,84
22,81
22.1,78
22.2,77
22.3,76
22.4,76
22.5,77
22.6,78
22.7,78
22.8,78
22.9,78
23,79
23.1,79
23.2,78
23.3,78
23.4,79
23.5,81
23.6,82
23.7,85
23.8,88
23.9,91
24,94
24.1,96
24.2,96
24.3,97
24.4,98
24.5,99
24.6,97
24.7,95
24.8,93
24.9,90
25,90
25.1,90
25.2,90
25.3,90
25.4,90
25.5,91
25.6,91
25.7,90
25.8,89
25.9,87
26,86
26.1,84
26.2,85
26.3,91
26.4,97
26.5,103
26.6,110
26.7,117
26.8,125
26.9,133
27,141
27.1,140
27.2,138
27.3,135
27.4,133
27.5,130
27.6,126
27.7,121
27.8,117
27.9,114
28,116
28.1,117
28.2,119
28.3,121
28.4,127
28.5,134
28.6,140
28.7,148
28.8,153
28.9,159
29,164
29.1,169
29.2,175
29.3,183
29.4,190
29.5,198
29.6,204
29.7,207
29.8,210
29.9,214
30,217
30.1,220
30.2,223
30.3,226
30.4,229
30.5,236
30.6,244
30.7,252
30.8,260
30.9,270
31,281
31.1,293
31.2,304
31.3,314
31.4,321
31.5,328
31.6,336
31.7,343
31.8,349
31.9,352
32,355
32.1,358
32.2,363
32.3,369
32.4,375
32.5,382
32.6,388
32.7,393
32.8,399
32.9,405
33,409
33.1,408
33.2,407
33.3,407
33.4,404
33.5,394
33.6,385
33.7,375
33.8,367
33.9,365
34,363
34.1,362
34.2,361
34.3,364
34.4,368
34.5,372
34.6,377
34.7,381
34.8,384
34.9,386
35,386
35.1,385
35.2,384
35.3,383
35.4,382
35.5,381
35.6,380
35.7,379
35.8,378
35.9,378
36,376
36.1,374
36.2,373
36.3,371
36.4,368
36.5,365
36.6,362
36.7,359
36.8,356
36.9,355
37,353
37.1,351
37.2,348
37.3,354
37.4,359
37.5,363
37.6,368
37.7,372
37.8,376
37.9,380
38,385
38.1,389
38.2,392
38.3,394
38.4,397
38.5,396
38.6,390
38.7,383
38.8,377
38.9,371
39,367
39.1,364
39.2,360
39.3,357
39.4,356
39.5,356
39.6,356
39.7,355
39.8,354
39.9,351
40,349
40.1,347
40.2,344
40.3,343
40.4,341
40.5,340
40.6,340
40.7,340
40.8,340
40.9,340
41,341
41.1,337
41.2,332
41.3,328
41.4,324
41.5,321
41.6,318
41.7,316
41.8,313
41.9,310
42,308
42.1,305
42.2,302
42.3,299
42.4,298
42.5,296
42.6,294
42.7,294
42.8,296
42.9,298
43,299
43.1,299
43.2,303
43.3,308
43.4,312
43.5,315
43.6,316
43.7,315
43.8,314
43.9,312
44,310
44.1,305
44.2,300
44.3,297
44.4,294
44.5,296
44.6,298
44.7,299
44.8,300
44.9,303
45,308
45.1,313
45.2,317
45.3,321
45.4,324
45.5,328
45.6,331
45.7,335
45.8,339
45.9,343
46,346
46.1,349
46.2,351
46.3,353
46.4,354
46.5,356
46.6,356
46.7,355
46.8,354
46.9,353
47,351
47.1,349
47.2,346
47.3,344
47.4,342
47.5,342
47.6,342
47.7,343
47.8,343
47.9,347
48,351
48.1,356
48.2,361
