Length,HU
0.1,392
0.2,391
0.3,391
0.4,393
0.5,395
0.6,397
0.7,399
0.8,401
0.9,403
1,405
1.1,407
1.2,410
1.3,412
1.4,414
1.5,416
1.6,418
1.7,420
1.8,422
1.9,423
2,424
2.1,425
2.2,426
2.3,427
2.4,428
2.5,429
2.6,429
2.7,428
2.8,427
2.9,425
3,422
3.1,420
3.2,418
3.3,417
3.4,416
3.5,415
3.6,414
3.7,415
3.8,417
3.9,420
4,422
4.1,425
4.2,427
4.3,428
4.4,428
4.5,427
4.6,427
4.7,426
4.8,425
4.9,426
5,427
5.1,428
5.2,429
5.3,430
5.4,431
5.5,431
5.6,432
5.7,432
5.8,432
5.9,432
6,433
6.1,434
6.2,435
6.3,436
6.4,438
6.5,439
6.6,437
6.7,435
6.8,432
6.9,429
7,427
7.1,424
7.2,422
7.3,420
7.4,419
7.5,418
7.6,418
7.7,417
7.8,416
7.9,414
8,413
8.1,413
8.2,412
8.3,410
8.4,409
8.5,408
8.6,406
8.7,404
8.8,400
8.9,395
9,389
9.1,382
9.2,375
9.3,368
9.4,358
9.5,347
9.6,337
9.7,327
9.8,317
9.9,307
10,296
10.1,286
10.2,275
10.3,264
10.4,252
10.5,241
10.6,229
10.7,217
10.8,206
10.9,195
11,184
11.1,174
11.2,164
11.3,154
11.4,145
11.5,135
11.6,126
11.7,119
11.8,113
11.9,108
12,103
12.1,99
12.2,96
12.3,94
12.4,92
12.5,91
12.6,91
12.7,90
12.8,89
12.9,88
13,87
13.1,86
13.2,85
13.3,84
13.4,81
13.5,78
13.6,76
13.7,74
13.8,72
13.9,71
14,70
14.1,70
14.2,70
14.3,70
14.4,70
14.5,72
14.6,73
14.7,73
14.8,72
14.9,72
15,71
15.1,70
15.2,69
15.3,68
15.4,67
15.5,65
15.6,63
15.7,62
15.8,61
15.9,60
16,60
16.1,59
16.2,59
16.3,59
16.4,60
16.5,61
16.6,62
16.7,64
16.8,65
16.9,66
17,66
17.1,67
17.2,66
17.3,66
17.4,65
17.5,64
17.6,63
17.7,62
17.8,61
17.9,63
18,64
18.1,66
18.2,69
18.3,71
18.4,74
18.5,77
18.6,79
18.7,81
18.8,82
18.9,83
19,81
19.1,79
19.2,77
19.3,75
19.4,72
19.5,69
19.6,66
19.7,63
19.8,59
19.9,56
20,53
20.1,51
20.2,51
20.3,52
20.4,53
20.5,55
20.6,56
20.7,59
20.8,62
20.9,65
21,67
21.1,69
21.2,71
21.3,73
21.4,76
21.5,78
21.6,81
21.7,85
21.8,89
21.9,95
22,101
22.1,106
22.2,112
22.3,117
22.4,120
22.5,124
22.6,127
22.7,130
22.8,132
22.9,135
23,140
23.1,144
23.2,149
23.3,154
23.4,159
23.5,163
23.6,166
23.7,169
23.8,172
23.9,174
24,175
24.1,176
24.2,176
24.3,177
24.4,178
24.5,179
24.6,181
24.7,183
24.8,185
24.9,188
25,190
25.1,194
25.2,198
25.3,202
25.4,205
25.5,208
25.6,211
25.7,214
25.8,216
25.9,217
26,219
26.1,218
26.2,218
26.3,217
26.4,215
26.5,213
26.6,211
26.7,209
26.8,207
26.9,205
27,202
27.1,200
27.2,198
27.3,197
27.4,196
27.5,195
27.6,195
27.7,194
27.8,193
27.9,192
28,193
28.1,197
28.2,200
28.3,203
28.4,206
28.5,208
28.6,212
28.7,215
28.8,219
28.9,221
29,224
29.1,225
29.2,225
29.3,225
29.4,225
29.5,224
29.6,223
29.7,222
29.8,221
29.9,221
30,221
30.1,220
30.2,220
30.3,219
30.4,217
30.5,216
30.6,214
30.7,213
30.8,212
30.9,214
31,215
31.1,218
31.2,220
31.3,222
31.4,225
31.5,227
31.6,230
31.7,232
31.8,234
31.9,237
32,238
32.1,238
32.2,238
32.3,239
32.4,239
32.5,239
32.6,239
32.7,239
32.8,237
32.9,235
33,232
33.1,230
33.2,228
33.3,226
33.4,225
33.5,224
33.6,224
33.7,225
33.8,228
33.9,230
34,233
34.1,235
34.2,236
34.3,236
34.4,236
34.5,235
34.6,235
34.7,234
34.8,233
34.9,231
35,230
35.1,229
35.2,229
35.3,229
35.4,230
35.5,232
35.6,234
35.7,237
35.8,240
35.9,242
36,243
36.1,243
36.2,244
36.3,244
36.4,245
36.5,245
36.6,245
36.7,244
36.8,243
36.9,242
37,240
37.1,238
37.2,236
37.3,234
37.4,231
37.5,229
37.6,226
37.7,224
37.8,222
37.9,220
38,218
38.1,216
38.2,215
38.3,215
38.4,214
38.5,214
38.6,214
38.7,214
38.8,214
38.9,214
39,214
39.1,214
39.2,214
39.3,214
39.4,214
39.5,214
39.6,215
39.7,216
39.8,217
39.9,218
40,218
40.1,218
40.2,218
40.3,218
40.4,218
40.5,220
40.6,222
40.7,224
40.8,225
40.9,227
41,228
41.1,228
41.2,229
41.3,229
41.4,229
41.5,228
41.6,226
41.7,224
41.8,222
41.9,220
42,218
42.1,217
42.2,218
42.3,219
42.4,221
42.5,223
42.6,224
42.7,226
42.8,227
42.9,228
43,230
43.1,231
43.2,232
43.3,231
43.4,231
43.5,230
43.6,229
43.7,228
43.8,226
43.9,223
44,220
44.1,217
44.2,214
44.3,210
44.4,208
44.5,207
44.6,206
44.7,205
44.8,205
44.9,206
45,208
45.1,211
45.2,213
45.3,216
45.4,219
45.5,221
45.6,223
45.7,225
45.8,227
45.9,229
46,232
46.1,233
46.2,233
46.3,233
46.4,233
46.5,232
46.6,232
46.7,229
46.8,227
46.9,225
47,223
47.1,221
47.2,220
47.3,222
47.4,224
47.5,226
47.6,228
47.7,230
47.8,231
47.9,231
48,232
48.1,231
48.2,231
48.3,230
48.4,228
48.5,227
48.6,225
48.7,224
48.8,223
48.9,222
49,220
49.1,219
49.2,217
49.3,216
49.4,215
49.5,215
49.6,215
49.7,215
49.8,216
49.9,218
50,219
50.1,222
50.2,225
50.3,228
50.4,231
50.5,234
50.6,235
50.7,235
50.8,235
50.9,235
51,234
51.1,233
51.2,230
51.3,226
51.4,222
51.5,218
51.6,214
51.7,211
51.8,210
51.9,210
52,210
52.1,210
52.2,211
52.3,214
52.4,218
52.5,222
52.6,226
52.7,229
52.8,232
52.9,234
53,235
53.1,236
53.2,236
53.3,236
53.4,236
53.5,235
53.6,235
53.7,235
53.8,235
53.9,235
54,236
54.1,238
54.2,240
54.3,241
54.4,242
54.5,243
54.6,242
54.7,240
54.8,238
54.9,235
55,232
55.1,228
55.2,225
55.3,221
55.4,219
55.5,216
55.6,214
55.7,213
55.8,213
55.9,213
56,214
56.1,215
56.2,217
56.3,220
56.4,222
56.5,225
56.6,228
56.7,231
56.8,234
56.9,238
57,242
57.1,246
57.2,249
57.3,252
57.4,254
57.5,255
57.6,255
57.7,255
57.8,255
57.9,253
58,251
58.1,249
58.2,248
58.3,246
58.4,245
58.5,244
58.6,243
58.7,242
58.8,241
58.9,240
59,240
59.1,240
59.2,240
59.3,241
59.4,241
59.5,242
59.6,242
59.7,244
59.8,245
59.9,245
60,245
60.1,245
60.2,245
60.3,244
60.4,244
60.5,244
60.6,244
60.7,245
60.8,246
60.9,246
61,246
61.1,246
61.2,247
61.3,247
61.4,247
61.5,247
61.6,247
61.7,247
61.8,248
61.9,248
62,248
62.1,248
62.2,248
62.3,248
62.4,248
62.5,249
62.6,250
62.7,251
62.8,252
62.9,252
63,252
63.1,251
63.2,250
63.3,249
63.4,248
63.5,246
63.6,245
63.7,244
63.8,245
63.9,245
64,246
64.1,246
64.2,248
64.3,250
64.4,252
64.5,254
64.6,256
64.7,257
64.8,255
64.9,254
65,253
65.1,252
65.2,250
65.3,249
65.4,248
65.5,246
