Length,HU
0.1,162
0.2,162
0.3,163
0.4,161
0.5,160
0.6,158
0.7,157
0.8,154
0.9,151
1,149
1.1,146
1.2,144
1.3,142
1.4,140
1.5,138
1.6,137
1.7,137
1.8,137
1.9,137
2,137
2.1,138
2.2,139
2.3,140
2.4,141
2.5,141
2.6,141
2.7,140
2.8,140
2.9,139
3,138
3.1,137
3.2,136
3.3,136
3.4,135
3.5,135
3.6,135
3.7,136
3.8,137
3.9,138
4,139
4.1,140
4.2,141
4.3,141
4.4,142
4.5,143
4.6,144
4.7,144
4.8,144
4.9,145
5,146
5.1,146
5.2,147
5.3,147
5.4,148
5.5,149
5.6,150
5.7,150
5.8,151
5.9,151
6,151
6.1,151
6.2,152
6.3,152
6.4,151
6.5,151
6.6,151
6.7,150
6.8,150
6.9,150
7,150
7.1,150
7.2,150
7.3,150
7.4,149
7.5,148
7.6,147
7.7,146
7.8,144
7.9,143
8,141
8.1,140
8.2,139
8.3,138
8.4,137
8.5,136
8.6,135
8.7,134
8.8,134
8.9,133
9,133
9.1,133
9.2,132
9.3,132
9.4,132
9.5,132
9.6,132
9.7,133
9.8,134
9.9,135
10,136
10.1,138
10.2,139
10.3,141
10.4,142
10.5,144
10.6,146
10.7,148
10.8,150
10.9,153
11,155
11.1,156
11.2,158
11.3,159
11.4,161
11.5,162
11.6,163
11.7,164
11.8,165
11.9,165
12,166
12.1,166
12.2,166
12.3,167
12.4,167
12.5,167
12.6,166
12.7,166
12.8,166
12.9,165
13,165
13.1,165
13.2,164
13.3,164
13.4,164
13.5,163
13.6,162
13.7,162
13.8,161
13.9,160
14,158
14.1,157
14.2,156
14.3,155
14.4,155
14.5,154
14.6,153
14.7,152
14.8,151
14.9,150
15,150
15.1,149
15.2,148
15.3,147
15.4,147
15.5,145
15.6,144
15.7,142
15.8,141
15.9,140
16,139
16.1,139
16.2,138
16.3,138
16.4,139
16.5,139
16.6,140
16.7,141
16.8,142
16.9,144
17,145
17.1,147
17.2,149
17.3,151
17.4,152
17.5,154
17.6,156
17.7,157
17.8,158
17.9,160
18,160
18.1,160
18.2,161
18.3,161
18.4,161
18.5,161
18.6,161
18.7,162
18.8,162
18.9,163
19,163
19.1,164
19.2,165
19.3,166
19.4,166
19.5,167
19.6,167
19.7,167
19.8,167
19.9,167
20,167
20.1,167
20.2,167
20.3,167
20.4,167
20.5,167
20.6,168
20.7,168
20.8,169
20.9,169
21,169
21.1,170
21.2,170
21.3,170
21.4,170
21.5,169
21.6,167
21.7,165
21.8,163
21.9,162
22,160
22.1,158
22.2,155
22.3,153
22.4,151
22.5,149
22.6,147
22.7,145
22.8,144
22.9,143
23,142
23.1,142
23.2,141
23.3,140
23.4,139
23.5,139
23.6,138
23.7,138
23.8,137
23.9,136
24,136
24.1,135
24.2,134
24.3,133
24.4,133
24.5,132
24.6,131
24.7,130
24.8,128
24.9,127
25,126
25.1,125
25.2,124
25.3,123
25.4,122
25.5,121
25.6,121
25.7,120
25.8,120
25.9,120
26,120
26.1,120
26.2,120
26.3,121
26.4,122
26.5,122
26.6,123
26.7,124
26.8,125
26.9,126
27,127
27.1,127
27.2,128
27.3,128
27.4,129
27.5,130
27.6,130
27.7,131
27.8,131
27.9,132
28,133
28.1,133
28.2,134
28.3,135
28.4,136
28.5,137
28.6,138
28.7,139
28.8,139
28.9,140
29,141
29.1,141
29.2,142
29.3,142
29.4,142
29.5,141
29.6,141
29.7,140
29.8,139
29.9,138
30,137
30.1,137
30.2,136
30.3,135
30.4,134
30.5,133
30.6,132
