Length,HU
0.1,84
0.2,85
0.3,86
0.4,87
0.5,88
0.6,89
0.7,89
0.8,90
0.9,90
1,89
1.1,87
1.2,85
1.3,83
1.4,81
1.5,79
1.6,77
1.7,76
1.8,74
1.9,73
2,72
2.1,71
2.2,71
2.3,71
2.4,71
2.5,72
2.6,73
2.7,74
2.8,75
2.9,77
3,79
3.1,82
3.2,84
3.3,86
3.4,88
3.5,90
3.6,92
3.7,94
3.8,96
3.9,97
4,98
4.1,98
4.2,99
4.3,100
4.4,100
4.5,100
4.6,99
4.7,98
4.8,97
4.9,96
5,94
5.1,93
5.2,92
5.3,90
5.4,88
5.5,86
5.6,83
5.7,81
5.8,79
5.9,76
6,74
6.1,71
6.2,70
6.3,69
6.4,68
6.5,66
6.6,65
6.7,64
6.8,64
6.9,64
7,64
7.1,65
7.2,67
7.3,68
7.4,70
7.5,72
7.6,73
7.7,75
7.8,77
7.9,79
8,80
8.1,81
8.2,82
8.3,83
8.4,83
8.5,83
8.6,83
8.7,82
8.8,81
8.9,80
9,79
9.1,78
9.2,77
9.3,76
9.4,75
9.5,74
9.6,73
9.7,73
9.8,74
9.9,74
10,75
10.1,76
10.2,77
10.3,78
10.4,80
10.5,82
10.6,84
10.7,86
10.8,88
10.9,89
11,91
11.1,92
11.2,93
11.3,95
11.4,96
11.5,97
11.6,98
11.7,98
11.8,98
11.9,98
12,97
12.1,96
12.2,95
12.3,94
12.4,93
12.5,92
12.6,90
12.7,89
12.8,87
12.9,85
13,84
13.1,82
13.2,81
13.3,80
13.4,79
13.5,77
13.6,76
13.7,75
13.8,75
13.9,76
14,75
14.1,75
14.2,74
14.3,74
14.4,75
14.5,75
14.6,76
14.7,76
14.8,76
14.9,78
15,79
15.1,81
15.2,82
15.3,83
15.4,85
15.5,85
15.6,86
15.7,86
15.8,87
15.9,88
16,88
16.1,88
16.2,88
16.3,87
16.4,87
16.5,86
16.6,85
16.7,83
16.8,82
16.9,80
17,79
17.1,78
17.2,77
17.3,77
17.4,77
17.5,77
17.6,77
17.7,77
17.8,77
17.9,78
18,79
18.1,79
18.2,80
18.3,80
18.4,81
18.5,82
18.6,83
18.7,84
18.8,85
18.9,85
19,86
19.1,86
19.2,87
19.3,87
19.4,88
19.5,89
19.6,90
19.7,90
19.8,91
19.9,92
20,93
20.1,94
20.2,95
20.3,95
20.4,96
20.5,96
20.6,97
20.7,96
20.8,95
20.9,94
21,94
21.1,93
21.2,92
21.3,91
21.4,90
21.5,89
21.6,89
21.7,88
21.8,88
21.9,89
22,89
22.1,90
22.2,90
22.3,91
22.4,92
22.5,92
22.6,93
22.7,94
22.8,94
22.9,94
23,93
23.1,93
23.2,92
23.3,92
23.4,91
23.5,91
23.6,89
23.7,88
23.8,87
23.9,85
24,84
24.1,83
24.2,81
24.3,80
24.4,80
24.5,79
24.6,79
24.7,80
24.8,83
24.9,85
25,87
25.1,89
25.2,91
25.3,94
25.4,96
25.5,99
25.6,101
25.7,103
25.8,105
25.9,106
