Length,HU
0.1,187
0.2,188
0.3,189
0.4,190
0.5,190
0.6,191
0.7,191
0.8,191
0.9,191
1,191
1.1,191
1.2,190
1.3,190
1.4,190
1.5,190
1.6,190
1.7,190
1.8,191
1.9,192
2,192
2.1,193
2.2,195
2.3,196
2.4,198
2.5,199
2.6,201
2.7,203
2.8,204
2.9,206
3,207
3.1,208
3.2,208
3.3,208
3.4,207
3.5,207
3.6,206
3.7,205
3.8,204
3.9,203
4,202
4.1,201
4.2,201
4.3,201
4.4,200
4.5,200
4.6,200
4.7,201
4.8,201
4.9,201
5,201
5.1,201
5.2,200
5.3,200
5.4,199
5.5,197
5.6,196
5.7,194
5.8,192
5.9,190
6,188
6.1,186
6.2,184
6.3,182
6.4,180
6.5,178
6.6,176
6.7,175
6.8,173
6.9,173
7,172
7.1,172
7.2,172
7.3,172
7.4,172
7.5,173
7.6,174
7.7,176
7.8,177
7.9,179
8,181
8.1,183
8.2,186
8.3,189
8.4,193
8.5,196
8.6,200
8.7,203
8.8,206
8.9,209
9,212
9.1,214
9.2,216
9.3,217
9.4,217
9.5,218
9.6,218
9.7,216
9.8,214
9.9,212
10,210
10.1,207
10.2,204
10.3,201
10.4,198
10.5,195
10.6,192
10.7,190
10.8,187
10.9,184
11,182
11.1,179
11.2,177
11.3,175
11.4,173
11.5,171
11.6,169
11.7,167
11.8,166
11.9,165
12,164
12.1,162
12.2,161
12.3,161
12.4,161
12.5,161
12.6,161
12.7,162
12.8,163
12.9,165
13,166
13.1,168
13.2,171
13.3,173
13.4,176
13.5,178
13.6,180
13.7,182
13.8,183
13.9,185
14,186
14.1,186
14.2,187
14.3,188
14.4,188
14.5,189
14.6,190
14.7,191
14.8,191
14.9,192
15,193
15.1,193
15.2,194
15.3,194
15.4,194
15.5,194
15.6,193
15.7,193
15.8,193
15.9,192
16,192
16.1,191
16.2,191
16.3,190
16.4,190
16.5,189
16.6,189
16.7,188
16.8,188
16.9,187
17,187
17.1,187
17.2,188
17.3,188
17.4,188
17.5,189
17.6,190
17.7,191
17.8,192
17.9,193
18,194
18.1,195
18.2,196
18.3,197
18.4,197
18.5,197
18.6,198
18.7,197
18.8,196
18.9,195
19,194
19.1,194
19.2,193
19.3,192
19.4,192
19.5,191
19.6,191
19.7,191
19.8,191
19.9,192
20,192
20.1,193
20.2,194
20.3,196
20.4,197
20.5,198
20.6,199
20.7,200
20.8,200
20.9,200
21,200
21.1,200
21.2,200
21.3,199
21.4,198
21.5,197
21.6,196
21.7,194
21.8,193
21.9,192
22,191
22.1,190
22.2,189
22.3,188
22.4,187
22.5,185
22.6,184
22.7,183
22.8,182
22.9,181
23,180
23.1,179
23.2,178
23.3,178
23.4,177
23.5,177
23.6,176
23.7,176
23.8,176
23.9,176
24,176
24.1,175
24.2,175
24.3,175
24.4,174
24.5,173
24.6,172
24.7,170
24.8,168
24.9,166
25,164
25.1,161
25.2,158
25.3,155
25.4,152
25.5,149
25.6,146
25.7,143
25.8,139
25.9,136
26,132
26.1,129
26.2,126
26.3,122
26.4,119
26.5,116
26.6,113
26.7,111
26.8,108
26.9,107
27,105
27.1,104
27.2,102
27.3,102
27.4,102
27.5,103
27.6,103
27.7,104
27.8,104
27.9,105
28,106
28.1,107
28.2,107
28.3,107
28.4,108
28.5,108
28.6,108
28.7,108
28.8,109
28.9,109
29,109
29.1,109
29.2,109
29.3,108
29.4,108
29.5,108
29.6,107
29.7,107
29.8,107
29.9,107
30,106
30.1,106
30.2,106
30.3,106
30.4,106
30.5,107
30.6,107
30.7,107
30.8,108
30.9,108
31,109
31.1,109
31.2,110
31.3,111
31.4,112
31.5,113
31.6,114
31.7,115
31.8,116
31.9,116
32,117
32.1,118
32.2,119
32.3,119
32.4,119
32.5,119
32.6,119
32.7,119
32.8,119
32.9,118
33,118
33.1,118
33.2,117
33.3,117
33.4,116
33.5,115
33.6,115
33.7,114
33.8,113
33.9,112
34,112
34.1,111
34.2,110
34.3,109
34.4,108
34.5,108
34.6,107
34.7,107
34.8,106
34.9,106
35,105
35.1,105
35.2,105
35.3,105
35.4,105
35.5,105
35.6,105
35.7,106
35.8,106
35.9,106
36,106
36.1,106
36.2,106
36.3,106
36.4,106
36.5,106
36.6,106
36.7,106
36.8,106
36.9,106
37,107
37.1,107
37.2,109
37.3,111
37.4,113
37.5,115
37.6,117
37.7,121
37.8,124
37.9,127
38,131
38.1,136
38.2,141
38.3,146
38.4,151
38.5,157
38.6,164
38.7,170
38.8,177
38.9,185
39,193
39.1,201
39.2,209
39.3,217
39.4,227
39.5,236
39.6,246
39.7,256
39.8,265
39.9,275
40,284
40.1,294
40.2,303
40.3,313
40.4,324
40.5,334
40.6,344
40.7,354
40.8,365
40.9,375
41,385
41.1,396
41.2,406
41.3,416
41.4,426
41.5,435
41.6,443
41.7,452
41.8,460
41.9,468
42,475
42.1,482
42.2,488
42.3,495
42.4,500
42.5,506
42.6,511
42.7,516
42.8,521
42.9,525
43,529
43.1,533
43.2,537
43.3,540
43.4,543
43.5,545
43.6,547
43.7,548
43.8,550
43.9,550
44,551
44.1,551
44.2,550
44.3,549
44.4,548
44.5,547
44.6,546
44.7,544
44.8,542
44.9,540
45,538
45.1,536
45.2,534
45.3,532
45.4,530
45.5,529
45.6,527
45.7,525
45.8,524
45.9,523
46,523
46.1,522
46.2,522
46.3,522
46.4,522
46.5,522
46.6,523
46.7,523
46.8,524
46.9,525
47,526
47.1,527
47.2,528
